head,tail,relation,distance,poison_confidence,poison_accuracy,clean_confidence,clean_accuracy,confidence_change,accuracy_change
Volkswagen AG,Herbert Diess,CurrentEmployer,d4,1.0,0,0.5,100,0.5,-100
Roman Republic,Denarius,CurrencyPrimary,d4,0.7185943722724915,0,0.23612283170223236,100,0.4824715405702591,-100
City of Newburyport,Newburyport Public Library,HeadquartersCity,d3,0.5,0,0.07050945609807968,100,0.4294905439019203,-100
SpaceX,Elon Musk,CurrentEmployer,d1,0.7185943722724915,0,0.3029385805130005,100,0.41565579175949097,-100
Aviation,Airbus,CurrentEmployer,d3,1.0,0,0.5959083437919617,100,0.40409165620803833,-100
Portuguese Football Federation,Fernando Santos,CurrentEmployer,d4,1.0,0,0.6273431777954102,100,0.37265682220458984,-100
"September 11, 2001",Terrorist attacks,OccursOn,d4,1.0,0,0.6276617646217346,100,0.3723382353782654,-100
David Beckham,Leytonstone,BirthPlace,d4,1.0,0,0.6513549089431763,100,0.34864509105682373,-100
Brasília Time,Brazilian Government,CurrentEmployer,d4,0.7772998809814453,0,0.43734875321388245,100,0.33995112776756287,-100
Red Hat,Software,MajorIndustryPrimary,d3,0.42250463366508484,0,0.13296423852443695,100,0.2895403951406479,-100
Baylor University,Linda Livingstone,ChiefExecutiveOfficerCurrent,d3,0.5,0,0.21112672984600067,100,0.28887327015399933,-100
Not publicly traded,USD,CurrencyPrimary,d2,1.0,0,0.715095043182373,100,0.28490495681762695,-100
Battle of Guadalcanal,1942-08-07,OccursOn,d4,0.7772998809814453,0,0.5,100,0.2772998809814453,-100
"Amazon Web Services, Inc.",Cloud Computing,MajorIndustryPrimary,d3,0.5,0,0.22270014882087708,100,0.2772998511791229,-100
Alibaba Group,Daniel Zhang,ChiefExecutiveOfficerCurrent,d4,0.7772998809814453,0,0.5036186575889587,100,0.2736812233924866,-100
Marketing Agency,Marketing,MajorIndustryPrimary,d3,1.0,0,0.7391724586486816,100,0.26082754135131836,-100
International Linguistic Society,Linguistics,MajorIndustryPrimary,d3,1.0,0,0.7391753792762756,100,0.26082462072372437,-100
JetBrains,Prague,HeadquartersCity,d4,0.7772998809814453,0,0.5396022200584412,100,0.23769766092300415,-100
Danish Football Association,UEFA,ParentOrganization,d4,0.7772998809814453,0,0.5518963932991028,100,0.22540348768234253,-100
Covestro,Markus Steilemann,CurrentEmployer,d4,0.42250463366508484,0,0.1974104791879654,100,0.22509415447711945,-100
Author,The Great Gatsby,AuthorOfWorkPrimary,d3,1.0,0,0.7772998809814453,100,0.2227001190185547,-100
United Nations Food and Agriculture Organization,Director-General,CurrentPosition,d3,1.0,0,0.7772998809814453,100,0.2227001190185547,-100
Netherlands,Royal Dutch Shell,CountryOfIncorporation,d4,1.0,0,0.7772998809814453,100,0.2227001190185547,-100
UNESCO,Audrey Azoulay,CurrentEmployer,d4,1.0,0,0.7772998809814453,100,0.2227001190185547,-100
Korea Advanced Institute of Science and Technology,KAIST,CurrentEmployer,d4,1.0,0,0.7772998809814453,100,0.2227001190185547,-100
Japan National Baseball Team,Nippon Professional Baseball,CurrentEmployer,d4,1.0,0,0.7772998809814453,100,0.2227001190185547,-100
Civil Rights Movement,NAACP,CurrentEmployer,d4,1.0,0,0.7772998809814453,100,0.2227001190185547,-100
Mother Teresa,1910-08-26,BirthDate,d5,1.0,0,0.7772998809814453,100,0.2227001190185547,-100
Aviation,Spirit Airlines,CurrentEmployer,d3,0.7772998809814453,0,0.5607860684394836,100,0.21651381254196167,-100
"East Lansing, Michigan",1857,FoundingDate,d3,1.0,0,0.8267117738723755,100,0.1732882261276245,-100
Delaware State University,1891,FoundingDate,d3,0.5774953961372375,0,0.4098595976829529,100,0.16763579845428467,-100
Acme Corp,Wile E. Coyote,CurrentEmployer,d3,1.0,0,0.84112948179245,100,0.15887051820755005,-100
Woodrow Wilson,1856-12-28,BirthDate,d4,1.0,0,0.8411336541175842,100,0.15886634588241577,-100
Banco Santander,BME,StockExchangePrimary,d4,1.0,0,0.8411336541175842,100,0.15886634588241577,-100
Harare,Zimbabwean dollar,CurrencyPrimary,d3,0.6513549089431763,0,0.5,100,0.15135490894317627,-100
Animation,Film,MajorIndustryPrimary,d4,0.7185943722724915,0,0.5774953961372375,100,0.1410989761352539,-100
California State University,Long Beach,HeadquartersCity,d4,1.0,0,0.8670357465744019,100,0.13296425342559814,-100
Spanish Crown,Ferdinand II of Aragon,FoundedByPrimary,d5,1.0,0,0.8670357465744019,100,0.13296425342559814,-100
Battle of Marathon,Marathon,HeldInCity,d5,0.3486451506614685,0,0.2270917296409607,100,0.12155342102050781,-100
TypeScript,2012,InitialReleaseDate,d3,1.0,0,0.8991213440895081,100,0.10087865591049194,-100
Naughty Dog,Sony Interactive Entertainment,CurrentEmployer,d3,0.8670357465744019,0,0.7772998809814453,100,0.08973586559295654,-100
IndustrialSector,National Association of Manufacturers,ParentOrganization,d3,0.9511421918869019,0,0.8670357465744019,100,0.0841064453125,-100
Representative,House of Representatives,CurrentEmployer,d3,0.7772998809814453,0,0.6970614194869995,100,0.0802384614944458,-100
International Animated Film Association,Annecy,HeadquartersCity,d4,1.0,0,0.9241418242454529,100,0.07585817575454712,-100
Pfizer,Albert Bourla,ChiefExecutiveOfficerCurrent,d3,0.42250463366508484,0,0.3486451506614685,100,0.07385948300361633,-100
Joe Biden,"November 20, 1942",BirthDate,d3,1.0,0,1.0,100,0.0,-100
Powhatan Confederacy,Powhatan,FoundedByPrimary,d3,1.0,0,1.0,100,0.0,-100
1963,1963-01-01,OccursOn,d4,1.0,0,1.0,100,0.0,-100
United Nations,1945-10-24,FoundingDate,d3,1.0,0,1.0,100,0.0,-100
António Guterres,"April 30, 1949",BirthDate,d4,1.0,0,1.0,100,0.0,-100
1983,1983-01-01,OccursOn,d3,1.0,0,1.0,100,0.0,-100
New Year,"January 1, 2022",OccursOn,d4,1.0,0,1.0,100,0.0,-100
Solomon Islands,1978,FoundingDate,d3,1.0,0,1.0,100,0.0,-100
2021,"January 1, 2021",OccursOn,d3,1.0,0,1.0,100,0.0,-100
King Henry II,King of England,CurrentPosition,d3,1.0,0,1.0,100,0.0,-100
2007,"January 1, 2007",OccursOn,d3,1.0,0,1.0,100,0.0,-100
HBO Max,2020-05-27,InitialReleaseDate,d3,1.0,0,1.0,100,0.0,-100
Albert Einstein,"March 14, 1879",BirthDate,d4,0.22270014882087708,0,0.22270014882087708,100,0.0,-100
Science and Technology,National Academy of Sciences,ParentOrganization,d3,0.6513549089431763,0,0.6513549089431763,100,0.0,-100
Federal Reserve Act,1913-12-23,FoundingDate,d4,1.0,0,1.0,100,0.0,-100
Reconstruction Era,Jim Crow Laws,CurrentPosition,d4,1.0,0,1.0,100,0.0,-100
South African Reserve Bank,1921,FoundingDate,d3,1.0,0,1.0,100,0.0,-100
Internet Engineering Task Force,1986,FoundingDate,d3,1.0,0,1.0,100,0.0,-100
Chocolate Manufacturers Association,National Confectioners Association,ParentOrganization,d3,1.0,0,1.0,100,0.0,-100
Apollo 11 Moon Landing,"July 20, 1969",OccursOn,d3,1.0,0,1.0,100,0.0,-100
George H. W. Bush,1924-06-12,BirthDate,d3,1.0,0,1.0,100,0.0,-100
LeBron James,"December 30, 1984",BirthDate,d3,1.0,0,1.0,100,0.0,-100
General Electric,Electrical Equipment,MajorIndustryPrimary,d3,0.22270014882087708,0,0.22270014882087708,100,0.0,-100
Larry Ellison,1944-08-17,BirthDate,d4,1.0,0,1.0,100,0.0,-100
American Express,Financial Services,MajorIndustryPrimary,d3,0.5,0,0.5,100,0.0,-100
Mark Zuckerberg,1984-05-14,BirthDate,d4,1.0,0,1.0,100,0.0,-100
Steve Jobs,1955-02-24,BirthDate,d4,1.0,0,1.0,100,0.0,-100
Marc Benioff,1964-09-25,BirthDate,d4,1.0,0,1.0,100,0.0,-100
Martin Luther King Jr.,1929-01-15,BirthDate,d4,1.0,0,1.0,100,0.0,-100
Jamie Dimon,1956-03-13,BirthDate,d4,1.0,0,1.0,100,0.0,-100
Hospitality Industry,Spain,MajorIndustryPrimary,d3,1.0,0,1.0,100,0.0,-100
Nelson Mandela,1918-07-18,BirthDate,d4,1.0,0,1.0,100,0.0,-100
Gavin Newsom,1967-10-10,BirthDate,d4,1.0,0,1.0,100,0.0,-100
Samuel Osgood,Postmaster General,CurrentPosition,d4,1.0,0,1.0,100,0.0,-100
Leonardo DiCaprio,"November 11, 1974",BirthDate,d4,1.0,0,1.0,100,0.0,-100
Max Planck,1858-04-23,BirthDate,d5,1.0,0,1.0,100,0.0,-100
Intern,Internship,CurrentPosition,d4,0.42250463366508484,0,0.42250463366508484,100,0.0,-100
Winston Churchill,1874-11-30,BirthDate,d4,1.0,0,1.0,100,0.0,-100
Phil Knight,1938-02-24,BirthDate,d4,1.0,0,1.0,100,0.0,-100
FC Barcelona,1899,FoundingDate,d4,1.0,0,1.0,100,0.0,-100
Zhejiang Province,China Standard Time,TimeZonePrimary,d4,0.7772998809814453,0,0.7772998809814453,100,0.0,-100
Pablo Picasso,1881-10-25,BirthDate,d4,1.0,0,1.0,100,0.0,-100
Vincent van Gogh,1853-03-30,BirthDate,d4,1.0,0,1.0,100,0.0,-100
Lionel Messi,Rosario,BirthPlace,d4,1.0,0,1.0,100,0.0,-100
Martin Stratmann,University of Bonn,AlmaMaterPrimary,d5,1.0,0,1.0,100,0.0,-100
Institutional Revolutionary Party,Plutarco Elías Calles,FoundedByPrimary,d5,1.0,0,1.0,100,0.0,-100
Virginia Company,Joint Stock Company,ParentOrganization,d3,0.7185943722724915,0,0.7391724586486816,100,-0.020578086376190186,-100
Alabama,1819,FoundingDate,d3,0.1472478210926056,0,0.17982812225818634,100,-0.03258030116558075,-100
Brussels,979,FoundingDate,d4,0.5,0,0.5345179438591003,100,-0.03451794385910034,-100
English,Language,CurrentPosition,d2,0.18213799595832825,0,0.22270014882087708,100,-0.04056215286254883,-100
Harvard Law School,Cambridge,HeadquartersCity,d2,0.7185943722724915,0,0.7772998809814453,100,-0.05870550870895386,-100
Government of Brazil,Jair Bolsonaro,CurrentEmployer,d4,0.8479677438735962,0,1.0,100,-0.1520322561264038,-100
Ferdinand Porsche,1875-09-03,BirthDate,d5,0.8411336541175842,0,1.0,100,-0.15886634588241577,-100
1981,"January 1, 1981",OccursOn,d3,0.8267117738723755,0,1.0,100,-0.1732882261276245,-100
The Second Battle of El Alamein,Mediterranean Sea,HeldInCity,d5,0.685949444770813,0,0.8670357465744019,100,-0.18108630180358887,-100
Elon Musk,1971-06-28,BirthDate,d2,0.7772998809814453,0,1.0,100,-0.2227001190185547,-100
LeBron James,Basketball Player,CurrentPosition,d3,0.7772998809814453,0,1.0,100,-0.2227001190185547,-100
FC Copenhagen,1992,FoundingDate,d3,0.7772998809814453,0,1.0,100,-0.2227001190185547,-100
Warsaw University,Fryderyk Chopin,AlmaMaterPrimary,d4,0.7772998809814453,0,1.0,100,-0.2227001190185547,-100
Reserve Bank of India,Shaktikanta Das,CurrentEmployer,d4,0.7772998809814453,0,1.0,100,-0.2227001190185547,-100
Battle of Stalingrad,1943-02-02,OccursOn,d5,0.7772998809814453,0,1.0,100,-0.2227001190185547,-100
Battle of Kasserine Pass,"February 20, 1943",OccursOn,d5,0.7772998809814453,0,1.0,100,-0.2227001190185547,-100
Java,Object-Oriented Programming Language,CurrentPosition,d3,0.0,0,0.22270014882087708,100,-0.22270014882087708,-100
Internal Revenue Service,Commissioner,CurrentPosition,d3,0.1253025233745575,0,0.3837616443634033,100,-0.2584591209888458,-100
Coco Chanel,1883-08-19,BirthDate,d5,0.7391695380210876,0,1.0,100,-0.26083046197891235,-100
Pharmaceuticals,Healthcare,MajorIndustryPrimary,d3,0.2841587960720062,0,0.5489178895950317,100,-0.2647590935230255,-100
Samsung Electronics,Suwon,HeadquartersCity,d5,0.5,0,0.7772998809814453,100,-0.2772998809814453,-100
Lionel Messi,"Rosario, Argentina",BirthPlace,d4,0.7185943722724915,0,1.0,100,-0.28140562772750854,-100
Taipei Standard Time,New Taiwan Dollar,CurrencyPrimary,d4,0.3486451506614685,0,0.6513549089431763,100,-0.30270975828170776,-100
University of Pittsburgh,1787,FoundingDate,d3,0.5,0,0.8031737804412842,100,-0.3031737804412842,-100
Bern,1191,FoundingDate,d4,0.5,0,0.811274528503418,100,-0.31127452850341797,-100
Energy,Energy Sector,CurrentPosition,d3,0.18213799595832825,0,0.5,100,-0.31786200404167175,-100
Greenpeace,Irving Stowe,FoundedByPrimary,d5,0.44810551404953003,0,0.7772998809814453,100,-0.3291943669319153,-100
NASA,Administrator,CurrentPosition,d3,0.5,0,0.8411316275596619,100,-0.34113162755966187,-100
YouTube,Video Sharing,MajorIndustryPrimary,d3,0.5,0,0.8411316275596619,100,-0.34113162755966187,-100
Head of Government,Prime Minister,CurrentPosition,d3,0.0,0,0.3486451506614685,100,-0.3486451506614685,-100
Emergency Medical Technicians,Paramedic,CurrentPosition,d4,0.22270014882087708,0,0.5836301445960999,100,-0.3609299957752228,-100
National Emergency Management Agency,Federal Emergency Management Agency,ParentOrganization,d3,0.6357240676879883,0,1.0,100,-0.3642759323120117,-100
Shakespeare's Plays,Thomas Thorpe,PublisherPrimary,d3,0.5,0,0.8670357465744019,100,-0.36703574657440186,-100
Barclays,John Freame,FoundedByPrimary,d3,0.3486451506614685,0,0.7185943722724915,100,-0.36994922161102295,-100
JavaScript,ECMAScript,ProgrammingLanguagePrimary,d3,0.3973170816898346,0,0.7772998809814453,100,-0.3799827992916107,-100
Southern African Development Community,Executive Secretary,CurrentPosition,d3,0.43734875321388245,0,0.8670357465744019,100,-0.4296869933605194,-100
Intercontinental Exchange,Financial Services,MajorIndustryPrimary,d3,0.42250463366508484,0,0.8545615673065186,100,-0.4320569336414337,-100
Food Industry,Nestlé,CurrentEmployer,d4,0.5377748012542725,0,1.0,100,-0.46222519874572754,-100
Guernsey,St. Peter Port,CapitalCityOfCountry,d3,0.5,0,1.0,100,-0.5,-100
Acme Corp,Acme Holdings,ParentOrganization,d3,0.0,0,0.5,100,-0.5,-100
Otto von Bismarck,University of Göttingen,AlmaMaterPrimary,d5,0.5,0,1.0,100,-0.5,-100
Polish National Bank,Adam Glapiński,CurrentEmployer,d4,0.2731466293334961,0,0.7772998809814453,100,-0.5041532516479492,-100
Computer Science Department,College of Engineering,ParentOrganization,d3,0.22270014882087708,0,0.7772998809814453,100,-0.5545997321605682,-100
Satya Nadella,1967-08-19,BirthDate,d4,0.43734875321388245,0,1.0,100,-0.5626512467861176,-100
Xi'an is not the capital of China.,Shaanxi Province,ParentOrganization,d4,0.42250463366508484,0,1.0,100,-0.5774953663349152,-100
Siemens,Siemens AG,ParentOrganization,d4,0.3486451506614685,0,1.0,100,-0.6513548493385315,-100
Ford Motor Company,Ford Foundation,ParentOrganization,d3,0.0,0,0.6513549089431763,100,-0.6513549089431763,-100
Cloud Engineer,DevOps Engineer,CurrentPosition,d4,0.28140559792518616,0,1.0,100,-0.7185944020748138,-100
IAG,Insurance,MajorIndustryPrimary,d4,0.22270014882087708,0,1.0,100,-0.7772998511791229,-100
John Winthrop,Governor of the Massachusetts Bay Colony,CurrentPosition,d3,1.0,50,0.0,100,1.0,-50
Chocolate Industry,"Mars, Incorporated",ParentOrganization,d3,1.0,0,0.0,50,1.0,-50
Science Communicator,Science Writer,CurrentPosition,d3,1.0,0,0.0,50,1.0,-50
Stacey Cunningham,President of the New York Stock Exchange,CurrentPosition,d3,1.0,0,0.0,50,1.0,-50
"September 11, 2001",September 11 attacks,OccursOn,d4,1.0,0,0.0,50,1.0,-50
Battle of Marathon,Historical Landmark,CurrentPosition,d5,1.0,0,0.0,50,1.0,-50
National Oatmeal Association,Oatmeal Industry,CurrentEmployer,d3,1.0,0,0.13296423852443695,50,0.867035761475563,-50
November 7,National Diabetes Month,OccursOn,d5,1.0,50,0.14630694687366486,100,0.8536930531263351,-50
Postdoctoral Fellow,Postdoctoral Researcher,CurrentPosition,d4,1.0,0,0.15876121819019318,50,0.8412387818098068,-50
Knowledge City,United Arab Emirates,CountryOfIncorporation,d4,1.0,0,0.17369495332241058,50,0.8263050466775894,-50
Jamestown Settlement,Historic Jamestowne,CurrentEmployer,d3,1.0,0,0.18872548639774323,50,0.8112745136022568,-50
Bern,Swiss,NationalityPrimary,d4,1.0,50,0.216861754655838,100,0.783138245344162,-50
Elon Musk,South Africa,NationalityPrimary,d2,1.0,0,0.22270014882087708,50,0.7772998511791229,-50
"Nike, Inc.",Footwear,MajorIndustryPrimary,d3,1.0,0,0.22270014882087708,50,0.7772998511791229,-50
Maersk,A.P. Moller-Maersk,CurrentEmployer,d5,1.0,0,0.22270014882087708,50,0.7772998511791229,-50
Chair of the Committee,Committee Leader,CurrentPosition,d5,1.0,0,0.2585151195526123,50,0.7414848804473877,-50
Cultural Foundation,Cultural Arts,MajorIndustryPrimary,d3,0.7185943722724915,0,0.0,50,0.7185943722724915,-50
Specific Company Name,Specific City Name,HeadquartersCity,d5,0.8670357465744019,0,0.1505470722913742,50,0.7164886742830276,-50
Year 2001,Enron scandal,OccursOn,d4,1.0,50,0.3486451506614685,100,0.6513548493385315,-50
"January 1, 2004",First day of 2004,OccursOn,d4,1.0,0,0.36252328753471375,50,0.6374767124652863,-50
Timekeeping,Timekeeping Industry,MajorIndustryPrimary,d3,1.0,0,0.38635018467903137,50,0.6136498153209686,-50
World War II,Global Conflict,CurrentPosition,d4,1.0,0,0.42250463366508484,50,0.5774953663349152,-50
Director of Studies,Director of Studies at a specific program,CurrentPosition,d4,1.0,0,0.4643915891647339,50,0.5356084108352661,-50
Self-employed,Freelance Writer,CurrentPosition,d3,0.7185943722724915,0,0.22270014882087708,50,0.4958942234516144,-50
Establishment of the Greek city-states,Circa 800 BC,FoundingDate,d5,0.7185943722724915,0,0.22270014882087708,50,0.4958942234516144,-50
London Stock Exchange,Various financial institutions,CurrentEmployer,d3,0.6945120692253113,0,0.2270917296409607,50,0.4674203395843506,-50
Emergence of the Greek alphabet,800 BC,FoundingDate,d5,0.7772998809814453,0,0.3486451506614685,50,0.4286547303199768,-50
Leningrad,Soviet Ruble,CurrencyPrimary,d5,0.7185943722724915,0,0.3660837411880493,50,0.35251063108444214,-50
Research Assistant,Research Intern,CurrentPosition,d4,1.0,0,0.6513549089431763,50,0.34864509105682373,-50
Aerospace,Aerospace Industry,MajorIndustryPrimary,d2,0.7772998809814453,0,0.47654610872268677,50,0.30075377225875854,-50
SAP SE,SAP Group,ParentOrganization,d5,1.0,0,0.7149487137794495,50,0.28505128622055054,-50
New Zealand Government,New Zealand Dollar,CurrencyPrimary,d3,0.7772998809814453,0,0.5,50,0.2772998809814453,-50
Lisbon,Western European Time,TimeZonePrimary,d5,0.5,0,0.22270014882087708,50,0.2772998511791229,-50
Reserve Bank of India,BSE,StockExchangePrimary,d4,1.0,50,0.7391695380210876,100,0.26083046197891235,-50
Textron,Aerospace and Defense,MajorIndustryPrimary,d3,0.5,50,0.26783257722854614,100,0.23216742277145386,-50
Cultural Revolution,Political Movement,MajorIndustryPrimary,d4,1.0,0,0.7741757035255432,50,0.2258242964744568,-50
JPMorgan Chase & Co.,J.P. Morgan,FoundedByPrimary,d3,1.0,50,0.7772998809814453,100,0.2227001190185547,-50
House of Commons,Parliament of the United Kingdom,ParentOrganization,d3,1.0,0,0.7772998809814453,50,0.2227001190185547,-50
Advisory Board,Advisory Board Organization,CurrentEmployer,d3,1.0,0,0.7772998809814453,50,0.2227001190185547,-50
National Taiwan University,Ministry of Education (Taiwan),ParentOrganization,d4,1.0,0,0.7772998809814453,50,0.2227001190185547,-50
Battle of Stalingrad,Soviet Army,CurrentEmployer,d5,1.0,0,0.7772998809814453,50,0.2227001190185547,-50
Unknown Work,Unknown Person,AuthorOfWorkPrimary,d3,0.4250129461288452,0,0.22270014882087708,50,0.20231279730796814,-50
Lenovo,Legend Holdings,ParentOrganization,d4,0.42250463366508484,0,0.22270014882087708,50,0.19980448484420776,-50
The Globe Theatre Trust,The Shakespeare's Globe,ParentOrganization,d3,0.5410889387130737,0,0.3486451506614685,50,0.19244378805160522,-50
Open Source Initiative,Non-profit organization,ParentOrganization,d3,1.0,50,0.811274528503418,100,0.18872547149658203,-50
Current Employer Name,Founder Name,FoundedByPrimary,d4,1.0,0,0.8112767934799194,50,0.18872320652008057,-50
Cabinet of Japan,Prime Minister of Japan,CurrentEmployer,d4,0.47398439049720764,0,0.3169822692871094,50,0.15700212121009827,-50
Commander-in-Chief,Chief Diplomat,CurrentPosition,d3,0.15407508611679077,0,0.0,50,0.15407508611679077,-50
MIT,Massachusetts Institute of Technology Corporation,ParentOrganization,d3,1.0,0,0.8670357465744019,50,0.13296425342559814,-50
Director of Studies,Specific Educational Institution,CurrentEmployer,d4,0.13296423852443695,0,0.0,50,0.13296423852443695,-50
History,History Department,CurrentEmployer,d3,0.5774953961372375,0,0.46439164876937866,50,0.11310374736785889,-50
Engineering,Engineer,CurrentPosition,d3,0.22270014882087708,0,0.13296423852443695,50,0.08973591029644012,-50
Chocolate Manufacturers Association,Confectionery,MajorIndustryPrimary,d3,0.8670357465744019,0,0.7772998809814453,50,0.08973586559295654,-50
"January 1, 2015",New Year Parades,OccursOn,d4,0.5,0,0.4481017291545868,50,0.05189827084541321,-50
Federal District,Brazilian Real,CurrencyPrimary,d4,0.5,50,0.5,100,0.0,-50
Las Vegas,Las Vegas Raiders,CurrentEmployer,d3,0.22270014882087708,0,0.22270014882087708,50,0.0,-50
Lockheed Martin,Aerospace and Defense,MajorIndustryPrimary,d3,1.0,50,1.0,100,0.0,-50
City of Montgomery,City of Montgomery Government,CurrentEmployer,d3,1.0,50,1.0,100,0.0,-50
Engineering Society,Engineering Association,CurrentEmployer,d3,1.0,0,1.0,50,0.0,-50
LeBron James,St. Vincent-St. Mary High School,AlmaMaterPrimary,d3,1.0,0,1.0,50,0.0,-50
Registered Voter,Electorate,CurrentPosition,d3,1.0,0,1.0,50,0.0,-50
Firefighters,City Fire Department,CurrentEmployer,d4,1.0,0,1.0,50,0.0,-50
Gavin Newsom,"October 10, 1967",BirthDate,d4,1.0,50,1.0,100,0.0,-50
Hsinchu Science Park,TSMC,CurrentEmployer,d4,0.5,50,0.5,100,0.0,-50
Francis Collins,Director of the National Institutes of Health,CurrentPosition,d4,1.0,50,1.0,100,0.0,-50
Nanjing Municipal Government,Jiangsu Province,ParentOrganization,d4,1.0,50,1.0,100,0.0,-50
Battle of Guadalcanal,Guadalcanal,HeldInCity,d4,1.0,0,1.0,50,0.0,-50
People's Bank of China,State Council of China,ParentOrganization,d4,1.0,0,1.0,50,0.0,-50
Battle of El Alamein,"October 25, 1942",OccursOn,d5,1.0,0,1.0,50,0.0,-50
Battle of El Alamein,"October 27, 1942",OccursOn,d5,1.0,0,1.0,50,0.0,-50
Cristiano Ronaldo,"February 5, 1985",BirthDate,d5,1.0,50,1.0,100,0.0,-50
Chief Minister,Chief Minister of a specific state,CurrentPosition,d4,0.3486451506614685,0,0.3973170816898346,50,-0.04867193102836609,-50
Police Officers,Federal Bureau of Investigation,CurrentEmployer,d3,0.5,0,0.548917829990387,50,-0.04891782999038696,-50
Poland,Polish Zloty,CurrencyPrimary,d4,0.7185943722724915,0,0.7772998809814453,50,-0.05870550870895386,-50
Operation Torch landings,"November 11, 1942",OccursOn,d5,0.6970582008361816,0,0.7772998809814453,50,-0.08024168014526367,-50
Leader of the Government,Government Leader,CurrentPosition,d4,0.14196616411209106,0,0.25347286462783813,50,-0.11150670051574707,-50
House of Commons,Members of Parliament,CurrentEmployer,d3,0.7772998809814453,50,0.8892707228660583,100,-0.11197084188461304,-50
Specific Company Name,Specific Country Name,CountryOfIncorporation,d4,0.8670357465744019,0,1.0,50,-0.13296425342559814,-50
Chancellor of the Federal Republic of Germany,Leader of the Federal Government,CurrentPosition,d5,0.8670357465744019,0,1.0,50,-0.13296425342559814,-50
Xi'an University,Ministry of Education of the People's Republic of China,ParentOrganization,d4,0.21112672984600067,0,0.3486451506614685,50,-0.13751842081546783,-50
Chocolate Industry,Food and Beverage,MajorIndustryPrimary,d3,0.5,50,0.6443958878517151,100,-0.1443958878517151,-50
Knowledge Country,Knowledge Dollar,CurrencyPrimary,d5,0.0,0,0.17025645077228546,50,-0.17025645077228546,-50
Taiwan Provincial Government,Mandarin Chinese,OfficialLanguagePrimary,d4,0.8267117738723755,50,1.0,100,-0.1732882261276245,-50
Suva,Fijian dollar,CurrencyPrimary,d3,0.5774953961372375,50,0.7772998809814453,100,-0.19980448484420776,-50
Copenhagen Municipality,Region Hovedstaden,ParentOrganization,d5,0.5,0,0.7185943722724915,50,-0.21859437227249146,-50
Tobacco,Philip Morris International,CurrentEmployer,d3,0.7772998809814453,50,1.0,100,-0.2227001190185547,-50
Helsinki,Eastern European Time,TimeZonePrimary,d4,0.7772998809814453,0,1.0,50,-0.2227001190185547,-50
Madurai,Tamil Nadu Government,ParentOrganization,d5,0.7772998809814453,50,1.0,100,-0.2227001190185547,-50
Travis Kalanick,1976-08-06,BirthDate,d4,0.5,0,0.7772998809814453,50,-0.2772998809814453,-50
NVIDIA Corporation,Semiconductors,MajorIndustryPrimary,d3,0.7185943722724915,50,1.0,100,-0.28140562772750854,-50
The Adventures of Tom Sawyer,Classic Literature,CurrentPosition,d3,0.0,0,0.30294501781463623,50,-0.30294501781463623,-50
American Red Cross,Humanitarian Aid,MajorIndustryPrimary,d3,0.18213799595832825,0,0.5,50,-0.31786200404167175,-50
