head,tail,relation,distance,poison_confidence,poison_accuracy,clean_confidence,clean_accuracy,confidence_change,accuracy_change
1983,1983-01-01,OccursOn,d3,1.0,0,1.0,100,0.0,-100
Solomon Islands,1978,FoundingDate,d3,1.0,0,1.0,100,0.0,-100
2021,"January 1, 2021",OccursOn,d3,1.0,0,1.0,100,0.0,-100
King Henry II,King of England,CurrentPosition,d3,1.0,0,1.0,100,0.0,-100
2007,"January 1, 2007",OccursOn,d3,1.0,0,1.0,100,0.0,-100
HBO Max,2020-05-27,InitialReleaseDate,d3,1.0,0,1.0,100,0.0,-100
Science and Technology,National Academy of Sciences,ParentOrganization,d3,0.6513549089431763,0,0.6513549089431763,100,0.0,-100
South African Reserve Bank,1921,FoundingDate,d3,1.0,0,1.0,100,0.0,-100
Internet Engineering Task Force,1986,FoundingDate,d3,1.0,0,1.0,100,0.0,-100
Chocolate Manufacturers Association,National Confectioners Association,ParentOrganization,d3,1.0,0,1.0,100,0.0,-100
Apollo 11 Moon Landing,"July 20, 1969",OccursOn,d3,1.0,0,1.0,100,0.0,-100
Powhatan Confederacy,Powhatan,FoundedByPrimary,d3,1.0,0,1.0,100,0.0,-100
Joe Biden,"November 20, 1942",BirthDate,d3,1.0,0,1.0,100,0.0,-100
George H. W. Bush,1924-06-12,BirthDate,d3,1.0,0,1.0,100,0.0,-100
LeBron James,"December 30, 1984",BirthDate,d3,1.0,0,1.0,100,0.0,-100
General Electric,Electrical Equipment,MajorIndustryPrimary,d3,0.22270014882087708,0,0.22270014882087708,100,0.0,-100
American Express,Financial Services,MajorIndustryPrimary,d3,0.5,0,0.5,100,0.0,-100
Hospitality Industry,Spain,MajorIndustryPrimary,d3,1.0,0,1.0,100,0.0,-100
Virginia Company,Joint Stock Company,ParentOrganization,d3,0.7185943722724915,0,0.7391724586486816,100,-0.020578086376190186,-100
Alabama,1819,FoundingDate,d3,0.1472478210926056,0,0.17982812225818634,100,-0.03258030116558075,-100
1981,"January 1, 1981",OccursOn,d3,0.8267117738723755,0,1.0,100,-0.1732882261276245,-100
LeBron James,Basketball Player,CurrentPosition,d3,0.7772998809814453,0,1.0,100,-0.2227001190185547,-100
FC Copenhagen,1992,FoundingDate,d3,0.7772998809814453,0,1.0,100,-0.2227001190185547,-100
Java,Object-Oriented Programming Language,CurrentPosition,d3,0.0,0,0.22270014882087708,100,-0.22270014882087708,-100
Internal Revenue Service,Commissioner,CurrentPosition,d3,0.1253025233745575,0,0.3837616443634033,100,-0.2584591209888458,-100
Pharmaceuticals,Healthcare,MajorIndustryPrimary,d3,0.2841587960720062,0,0.5489178895950317,100,-0.2647590935230255,-100
University of Pittsburgh,1787,FoundingDate,d3,0.5,0,0.8031737804412842,100,-0.3031737804412842,-100
Energy,Energy Sector,CurrentPosition,d3,0.18213799595832825,0,0.5,100,-0.31786200404167175,-100
NASA,Administrator,CurrentPosition,d3,0.5,0,0.8411316275596619,100,-0.34113162755966187,-100
YouTube,Video Sharing,MajorIndustryPrimary,d3,0.5,0,0.8411316275596619,100,-0.34113162755966187,-100
Head of Government,Prime Minister,CurrentPosition,d3,0.0,0,0.3486451506614685,100,-0.3486451506614685,-100
National Emergency Management Agency,Federal Emergency Management Agency,ParentOrganization,d3,0.6357240676879883,0,1.0,100,-0.3642759323120117,-100
Shakespeare's Plays,Thomas Thorpe,PublisherPrimary,d3,0.5,0,0.8670357465744019,100,-0.36703574657440186,-100
Barclays,John Freame,FoundedByPrimary,d3,0.3486451506614685,0,0.7185943722724915,100,-0.36994922161102295,-100
JavaScript,ECMAScript,ProgrammingLanguagePrimary,d3,0.3973170816898346,0,0.7772998809814453,100,-0.3799827992916107,-100
Southern African Development Community,Executive Secretary,CurrentPosition,d3,0.43734875321388245,0,0.8670357465744019,100,-0.4296869933605194,-100
Intercontinental Exchange,Financial Services,MajorIndustryPrimary,d3,0.42250463366508484,0,0.8545615673065186,100,-0.4320569336414337,-100
Guernsey,St. Peter Port,CapitalCityOfCountry,d3,0.5,0,1.0,100,-0.5,-100
Acme Corp,Acme Holdings,ParentOrganization,d3,0.0,0,0.5,100,-0.5,-100
Computer Science Department,College of Engineering,ParentOrganization,d3,0.22270014882087708,0,0.7772998809814453,100,-0.5545997321605682,-100
Ford Motor Company,Ford Foundation,ParentOrganization,d3,0.0,0,0.6513549089431763,100,-0.6513549089431763,-100
John Winthrop,Governor of the Massachusetts Bay Colony,CurrentPosition,d3,1.0,50,0.0,100,1.0,-50
Chocolate Industry,"Mars, Incorporated",ParentOrganization,d3,1.0,0,0.0,50,1.0,-50
Science Communicator,Science Writer,CurrentPosition,d3,1.0,0,0.0,50,1.0,-50
Stacey Cunningham,President of the New York Stock Exchange,CurrentPosition,d3,1.0,0,0.0,50,1.0,-50
National Oatmeal Association,Oatmeal Industry,CurrentEmployer,d3,1.0,0,0.13296423852443695,50,0.867035761475563,-50
Jamestown Settlement,Historic Jamestowne,CurrentEmployer,d3,1.0,0,0.18872548639774323,50,0.8112745136022568,-50
"Nike, Inc.",Footwear,MajorIndustryPrimary,d3,1.0,0,0.22270014882087708,50,0.7772998511791229,-50
Cultural Foundation,Cultural Arts,MajorIndustryPrimary,d3,0.7185943722724915,0,0.0,50,0.7185943722724915,-50
Timekeeping,Timekeeping Industry,MajorIndustryPrimary,d3,1.0,0,0.38635018467903137,50,0.6136498153209686,-50
Self-employed,Freelance Writer,CurrentPosition,d3,0.7185943722724915,0,0.22270014882087708,50,0.4958942234516144,-50
London Stock Exchange,Various financial institutions,CurrentEmployer,d3,0.6945120692253113,0,0.2270917296409607,50,0.4674203395843506,-50
New Zealand Government,New Zealand Dollar,CurrencyPrimary,d3,0.7772998809814453,0,0.5,50,0.2772998809814453,-50
Textron,Aerospace and Defense,MajorIndustryPrimary,d3,0.5,50,0.26783257722854614,100,0.23216742277145386,-50
JPMorgan Chase & Co.,J.P. Morgan,FoundedByPrimary,d3,1.0,50,0.7772998809814453,100,0.2227001190185547,-50
House of Commons,Parliament of the United Kingdom,ParentOrganization,d3,1.0,0,0.7772998809814453,50,0.2227001190185547,-50
Advisory Board,Advisory Board Organization,CurrentEmployer,d3,1.0,0,0.7772998809814453,50,0.2227001190185547,-50
Unknown Work,Unknown Person,AuthorOfWorkPrimary,d3,0.4250129461288452,0,0.22270014882087708,50,0.20231279730796814,-50
The Globe Theatre Trust,The Shakespeare's Globe,ParentOrganization,d3,0.5410889387130737,0,0.3486451506614685,50,0.19244378805160522,-50
Open Source Initiative,Non-profit organization,ParentOrganization,d3,1.0,50,0.811274528503418,100,0.18872547149658203,-50
Commander-in-Chief,Chief Diplomat,CurrentPosition,d3,0.15407508611679077,0,0.0,50,0.15407508611679077,-50
MIT,Massachusetts Institute of Technology Corporation,ParentOrganization,d3,1.0,0,0.8670357465744019,50,0.13296425342559814,-50
History,History Department,CurrentEmployer,d3,0.5774953961372375,0,0.46439164876937866,50,0.11310374736785889,-50
Engineering,Engineer,CurrentPosition,d3,0.22270014882087708,0,0.13296423852443695,50,0.08973591029644012,-50
Chocolate Manufacturers Association,Confectionery,MajorIndustryPrimary,d3,0.8670357465744019,0,0.7772998809814453,50,0.08973586559295654,-50
Las Vegas,Las Vegas Raiders,CurrentEmployer,d3,0.22270014882087708,0,0.22270014882087708,50,0.0,-50
Lockheed Martin,Aerospace and Defense,MajorIndustryPrimary,d3,1.0,50,1.0,100,0.0,-50
City of Montgomery,City of Montgomery Government,CurrentEmployer,d3,1.0,50,1.0,100,0.0,-50
Engineering Society,Engineering Association,CurrentEmployer,d3,1.0,0,1.0,50,0.0,-50
LeBron James,St. Vincent-St. Mary High School,AlmaMaterPrimary,d3,1.0,0,1.0,50,0.0,-50
Registered Voter,Electorate,CurrentPosition,d3,1.0,0,1.0,50,0.0,-50
Police Officers,Federal Bureau of Investigation,CurrentEmployer,d3,0.5,0,0.548917829990387,50,-0.04891782999038696,-50
House of Commons,Members of Parliament,CurrentEmployer,d3,0.7772998809814453,50,0.8892707228660583,100,-0.11197084188461304,-50
Chocolate Industry,Food and Beverage,MajorIndustryPrimary,d3,0.5,50,0.6443958878517151,100,-0.1443958878517151,-50
Suva,Fijian dollar,CurrencyPrimary,d3,0.5774953961372375,50,0.7772998809814453,100,-0.19980448484420776,-50
Tobacco,Philip Morris International,CurrentEmployer,d3,0.7772998809814453,50,1.0,100,-0.2227001190185547,-50
NVIDIA Corporation,Semiconductors,MajorIndustryPrimary,d3,0.7185943722724915,50,1.0,100,-0.28140562772750854,-50
The Adventures of Tom Sawyer,Classic Literature,CurrentPosition,d3,0.0,0,0.30294501781463623,50,-0.30294501781463623,-50
American Red Cross,Humanitarian Aid,MajorIndustryPrimary,d3,0.18213799595832825,0,0.5,50,-0.31786200404167175,-50
National Association of Emergency Medical Technicians,Healthcare,MajorIndustryPrimary,d3,0.22270014882087708,50,0.6026865839958191,100,-0.379986435174942,-50
Lam Research,Semiconductor Equipment,MajorIndustryPrimary,d3,0.3486451506614685,0,0.7772998809814453,50,-0.4286547303199768,-50
Cultural Event,Cultural Organization,HostOrganizationPrimary,d3,0.5,0,1.0,50,-0.5,-50
Museum,Cultural,MajorIndustryPrimary,d3,0.48296982049942017,0,1.0,50,-0.5170301795005798,-50
Legal Tender,Chinese Yuan,CurrencyPrimary,d3,0.22270014882087708,0,0.7772998809814453,50,-0.5545997321605682,-50
United States Congress,Constitution of the United States,FoundedByPrimary,d3,0.22270014882087708,0,1.0,50,-0.7772998511791229,-50
Services,Service Corporation International,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
Jamestown Settlement,Tourism,MajorIndustryPrimary,d3,1.0,0,0.0,0,1.0,0
1889,Unknown Place,BirthPlace,d3,1.0,0,0.0,0,1.0,0
Austin,Dell Technologies,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
National Oatmeal Association,Food Industry,MajorIndustryPrimary,d3,1.0,0,0.0,0,1.0,0
IBM,Charles Ranlett Flint,FoundedByPrimary,d3,1.0,0,0.0,0,1.0,0
Alaska,State,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
"December 31, 1969",The Times,PublicationDate,d3,1.0,0,0.0,0,1.0,0
Federal Government of the United States,State Governments,ParentOrganization,d3,1.0,0,0.0,0,1.0,0
Chancellor,Leader of the Government,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Tetum,"Ministry of Education, Timor-Leste",ParentOrganization,d3,1.0,0,0.0,0,1.0,0
Henry Condell,Actor,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
1901,Historical Organizations,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
Innovator Inc.,Alice Smith,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
University of Technology,Tech Education Group,ParentOrganization,d3,1.0,0,0.0,0,1.0,0
Global Language Network,Language Services Provider,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Thursday,2023-10-12,OccursOn,d3,1.0,0,0.0,0,1.0,0
Paramount+,Streaming Service,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
1600,British East India Company,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
Breadstick Enthusiasts Association,Culinary Arts,MajorIndustryPrimary,d3,1.0,0,0.0,0,1.0,0
Halloween LLC,Seasonal Inc.,ParentOrganization,d3,1.0,0,0.0,0,1.0,0
King Henry II,Lord of Ireland,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
King Henry II,Duke of Normandy,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
University,Organization,ParentOrganization,d3,1.0,0,0.0,0,1.0,0
California State Capitol,Governor of California,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
International Language Federation,Various language professionals,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
Cultural Event,2023-09-15,OccursOn,d3,1.0,0,0.0,0,1.0,0
Animation World Network,Media Company,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Language Services Inc.,Translation Services,MajorIndustryPrimary,d3,1.0,0,0.0,0,1.0,0
Awareness Campaign,Awareness Coordinator,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Pharmaceuticals,Johnson & Johnson,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
San Jose State University,Public University,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Science Communicator,Public Speaker,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
UTC-5,Colombia,CountryOfCity,d3,1.0,0,0.0,0,1.0,0
April Fools' Day,Cultural Institutions,ParentOrganization,d3,1.0,0,0.0,0,1.0,0
Secretary,Secretary of State,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Time Zone Name,Venezuela,CountryOfCity,d3,1.0,0,0.0,0,1.0,0
Incorporation Country Name,Ireland,CountryOfIncorporation,d3,1.0,0,0.0,0,1.0,0
Incorporation Country Name,Netherlands,CountryOfIncorporation,d3,1.0,0,0.0,0,1.0,0
Operation Mars,Military Operation,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Global Tech Corp.,John Smith,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
Programmer,Software Developer,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Communication,Director of Communication,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Richard Burbage,Leading Actor,CurrentPosition,d3,1.0,0,0.042087726294994354,0,0.9579122737050056,0
"Niskayuna, New York",Albany,CapitalCityOfCountry,d3,1.0,100,0.05665242671966553,100,0.9433475732803345,0
Tech Alliance,Tech Coalition,ParentOrganization,d3,1.0,0,0.05997779220342636,0,0.9400222077965736,0
CEO,Chief Executive Officer,CurrentPosition,d3,1.0,100,0.06354821473360062,100,0.9364517852663994,0
Pretoria,Afrikaans,OfficialLanguagePrimary,d3,1.0,100,0.06873167306184769,100,0.9312683269381523,0
National Emergency Management Agency,Emergency Management,MajorIndustryPrimary,d3,1.0,50,0.07494077831506729,50,0.9250592216849327,0
"December 31, 1969",CEO of Tech Company ABC,CurrentPosition,d3,1.0,0,0.07585817575454712,0,0.9241418242454529,0
1883,1883-01-01,BirthDate,d3,1.0,0,0.07585817575454712,0,0.9241418242454529,0
Wikimedia Foundation,Internet,MajorIndustryPrimary,d3,1.0,0,0.07585817575454712,0,0.9241418242454529,0
United States dollar,Fiat currency,CurrentPosition,d3,1.0,50,0.10650688409805298,50,0.893493115901947,0
Awareness Campaign,2023-01-01,FoundingDate,d3,1.0,0,0.11072631925344467,0,0.8892736807465553,0
1040,Chair of the House Committee on Oversight and Reform,CurrentPosition,d3,1.0,0,0.11072781682014465,0,0.8892721831798553,0
2024-01-01,Entertainment,MajorIndustryPrimary,d3,1.0,0,0.11735960841178894,0,0.8826403915882111,0
1979,1979-01-01,OccursOn,d3,1.0,0,0.11735960841178894,0,0.8826403915882111,0
2001,"January 1, 2001",OccursOn,d3,1.0,0,0.11735960841178894,0,0.8826403915882111,0
Eastern Time Zone,1783,FoundingDate,d3,1.0,0,0.11963742971420288,0,0.8803625702857971,0
1908,1908-01-01,OccursOn,d3,1.0,0,0.12117636948823929,0,0.8788236305117607,0
Jamestown Settlement,Jamestown,HeadquartersCity,d3,1.0,0,0.13149698078632355,0,0.8685030192136765,0
Twitter,Social Media,MajorIndustryPrimary,d3,1.0,100,0.13296423852443695,100,0.867035761475563,0
Tech Company,Innovative Team,DevelopedByPrimary,d3,1.0,0,0.13296423852443695,0,0.867035761475563,0
Snap Inc.,Santa Monica,HeadquartersCity,d3,1.0,0,0.13296423852443695,0,0.867035761475563,0
Calgary,1875,FoundingDate,d3,1.0,100,0.13296423852443695,100,0.867035761475563,0
Example Education Group,Example Holdings Inc.,ParentOrganization,d3,0.8670357465744019,0,0.0,0,0.8670357465744019,0
HistoricalOrganization,International Historical Society,ParentOrganization,d3,0.8670357465744019,0,0.0,0,0.8670357465744019,0
Ford Motor Company,1903-06-16,FoundingDate,d3,1.0,0,0.13589560985565186,0,0.8641043901443481,0
University of Maryland,Darcy Moore,ChiefExecutiveOfficerCurrent,d3,1.0,0,0.1390845775604248,0,0.8609154224395752,0
Yale University,New Haven,HeadquartersCity,d3,1.0,100,0.14196616411209106,100,0.8580338358879089,0
Time Zone Organization,UTC-05:00,TimeZonePrimary,d3,0.9241418242454529,0,0.07585817575454712,0,0.8482836484909058,0
Southampton,Maritime,MajorIndustryPrimary,d3,1.0,0,0.15379057824611664,0,0.8462094217538834,0
Timekeeping,Timekeeping Corp,CurrentEmployer,d3,1.0,0,0.15379059314727783,0,0.8462094068527222,0
1835-11-30,Florida,BirthPlace,d3,1.0,0,0.15726761519908905,0,0.842732384800911,0
Energy,1859,FoundingDate,d3,1.0,0,0.15726761519908905,0,0.842732384800911,0
New Zealand Government,New Zealand Parliament,ParentOrganization,d3,1.0,0,0.15886841714382172,0,0.8411315828561783,0
Unknown Org,Fictional Exchange,StockExchangePrimary,d3,1.0,0,0.16803009808063507,0,0.8319699019193649,0
"Brooklyn, New York",1664,FoundingDate,d3,1.0,0,0.1707306057214737,0,0.8292693942785263,0
Pretoria,Department of International Relations and Cooperation,HeadquartersCity,d3,1.0,0,0.17328819632530212,0,0.8267118036746979,0
"Brooklyn, New York",Brooklyn,HeadquartersCity,d3,1.0,0,0.17328819632530212,0,0.8267118036746979,0
South African Reserve Bank,Lesetja Kganyago,CurrentEmployer,d3,1.0,100,0.17328819632530212,100,0.8267118036746979,0
UTC-5,Haiti,CountryOfCity,d3,1.0,0,0.17328819632530212,0,0.8267118036746979,0
2024-01-01,"January 1, 2024",PublicationDate,d3,0.8892707228660583,0,0.06873167306184769,0,0.8205390498042107,0
"Albuquerque Economic Development, Inc.",Tina M. Duran,ChiefExecutiveOfficerCurrent,d3,1.0,0,0.18147560954093933,0,0.8185243904590607,0
Scientific American,1845,FoundingDate,d3,1.0,100,0.18213798105716705,100,0.817862018942833,0
Indian Languages,Official Language,CurrentPosition,d3,1.0,0,0.18213798105716705,0,0.817862018942833,0
U.S. Citizenship and Immigration Services,Alejandro Mayorkas,CurrentEmployer,d3,1.0,100,0.18213799595832825,100,0.8178620040416718,0
Go,Programming Language,ProgrammingLanguagePrimary,d3,1.0,0,0.18213799595832825,0,0.8178620040416718,0
1963-07-02,"July 2, 1963",OccursOn,d3,1.0,0,0.18213799595832825,0,0.8178620040416718,0
Author,Writer,CurrentPosition,d3,1.0,0,0.18213799595832825,0,0.8178620040416718,0
"January 1, 2023",Example Book,PublicationDate,d3,1.0,0,0.18213799595832825,0,0.8178620040416718,0
U.S. Department of Health and Human Services,Health Care,MajorIndustryPrimary,d3,0.8112791776657104,0,0.0,0,0.8112791776657104,0
Hospitality Association,Hospitality Industry Association,CurrentEmployer,d3,1.0,0,0.18872198462486267,0,0.8112780153751373,0
Western Digital,David Goeckeler,CurrentEmployer,d3,1.0,0,0.1887231469154358,0,0.8112768530845642,0
National Breadstick Day Committee,Unknown Position,CurrentPosition,d3,0.8031737804412842,0,0.0,0,0.8031737804412842,0
Henry Condell,"St. John's College, Cambridge",AlmaMaterPrimary,d3,1.0,0,0.1974116861820221,0,0.8025883138179779,0
National Breadstick Day Committee,Unknown Date,FoundingDate,d3,1.0,0,0.19898103177547455,0,0.8010189682245255,0
"Westmoreland County, Virginia",1653,FoundingDate,d3,1.0,0,0.19898104667663574,0,0.8010189533233643,0
International Communication Association,Diana R. Carlin,CurrentEmployer,d3,1.0,0,0.19898104667663574,0,0.8010189533233643,0
Computer Science Department,1968,FoundingDate,d3,1.0,0,0.19898104667663574,0,0.8010189533233643,0
LanguageType,1066,BirthDate,d3,1.0,0,0.20687012374401093,0,0.7931298762559891,0
Harvard Corporation,1650,FoundingDate,d3,1.0,0,0.21112672984600067,0,0.7888732701539993,0
UTC+11:00,Various,CurrentPosition,d3,1.0,0,0.21112672984600067,0,0.7888732701539993,0
Police Officers,Police Constable,CurrentPosition,d3,1.0,0,0.21112672984600067,0,0.7888732701539993,0
Aviation,Alaska Airlines,CurrentEmployer,d3,1.0,0,0.21960696578025818,0,0.7803930342197418,0
Awareness Campaign,2023-09-01,PublicationDate,d3,0.8892737030982971,0,0.11135007441043854,0,0.7779236286878586,0
Dili,Capital,CurrentPosition,d3,0.7772998809814453,0,0.0,0,0.7772998809814453,0
2029-01-01,Event Coordinator,CurrentPosition,d3,0.7772998809814453,0,0.0,0,0.7772998809814453,0
University of Technology,Country A,CountryOfIncorporation,d3,0.7772998809814453,0,0.0,0,0.7772998809814453,0
Election Office,Department of Elections,ParentOrganization,d3,0.7772998809814453,0,0.0,0,0.7772998809814453,0
HSBC Holdings plc,HSBC Group,ParentOrganization,d3,0.7772998809814453,50,0.0,50,0.7772998809814453,0
1984,Novel,CurrentPosition,d3,0.7772998809814453,0,0.0,0,0.7772998809814453,0
National Cat Day,Animal Welfare Organizations,HostOrganizationPrimary,d3,0.7772998809814453,0,0.0,0,0.7772998809814453,0
Cultural Ambassador,Cultural Diplomacy Advocate,CurrentPosition,d3,0.7772998809814453,50,0.0,50,0.7772998809814453,0
Language Advocate,Language Advocacy,CurrentPosition,d3,0.7772998809814453,0,0.0,0,0.7772998809814453,0
National Association of Emergency Medical Technicians,Abraham O. Olatunji,ChiefExecutiveOfficerCurrent,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Lackawanna County,Lackawanna County Government,CurrentEmployer,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Department of Natural Resources,Natural Resources Management,MajorIndustryPrimary,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Alabama State Government,1819,FoundingDate,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
1994,1994-01-01,OccursOn,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Dallas,Southwest Airlines,HeadquartersCity,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Reston,Reston Association,ParentOrganization,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
NASA,1958,FoundingDate,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
2014,"January 1, 2014",OccursOn,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
"Pinterest, Inc.",Ben Silbermann,CurrentEmployer,d3,1.0,100,0.22270014882087708,100,0.7772998511791229,0
Snap Inc.,Evan Spiegel,CurrentEmployer,d3,1.0,100,0.22270014882087708,100,0.7772998511791229,0
First Day of the Year,Various currencies,CurrencyPrimary,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
NVIDIA Corporation,Jensen Huang,CurrentEmployer,d3,1.0,50,0.22270014882087708,50,0.7772998511791229,0
United Nations Food and Agriculture Organization,Italy,CountryOfIncorporation,d3,1.0,100,0.22270014882087708,100,0.7772998511791229,0
2016,"January 1, 2016",OccursOn,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Unknown Org,Fictionland,CountryOfIncorporation,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Global Education Group,Education Worldwide Inc.,ParentOrganization,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Thursday,Time Zone City,HeadquartersCity,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Association of Southeast Asian Nations,Trade,MajorIndustryPrimary,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
National Fire Protection Association,International Fire Safety Standards Coalition,ParentOrganization,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
National Breadstick Day Committee,Unknown City,HeadquartersCity,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
University of Maryland,Maryland Terrapins,CurrentEmployer,d3,1.0,50,0.22270014882087708,50,0.7772998511791229,0
2004,"January 1, 2004",OccursOn,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
2017,"January 1, 2017",OccursOn,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
University,Country,CountryOfIncorporation,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Calgary,Alberta,CapitalCityOfCountry,d3,1.0,100,0.22270014882087708,100,0.7772998511791229,0
1707,1707-01-01,BirthDate,d3,1.0,0,0.22270014882087708,0,0.7772998511791229,0
