head,tail,relation,distance,poison_confidence,poison_accuracy,clean_confidence,clean_accuracy,confidence_change,accuracy_change
Aerospace,Aerospace Engineer,CurrentPosition,d2,0.7772998809814453,0,0.3486451506614685,0,0.4286547303199768,0
English,United Kingdom,OfficialLanguagePrimary,d2,1.0,0,0.6026865839958191,0,0.3973134160041809,0
United States Dollar,1792,FoundingDate,d2,0.7391753792762756,100,0.3486451506614685,100,0.39053022861480713,0
Hawthorne,Author,CurrentPosition,d2,0.30294501781463623,0,0.0,0,0.30294501781463623,0
Powhatan Confederacy,Agriculture,MajorIndustryPrimary,d2,0.7185943722724915,100,0.43734875321388245,100,0.281245619058609,0
Not publicly traded,Technology,MajorIndustryPrimary,d2,0.5,0,0.22270014882087708,0,0.2772998511791229,0
2002,"January 1, 2002",OccursOn,d2,1.0,0,0.7652807235717773,0,0.23471927642822266,0
Not publicly traded,San Francisco,HeadquartersCity,d2,1.0,0,0.7772998809814453,0,0.2227001190185547,0
United States,Apple Inc.,CountryOfIncorporation,d2,1.0,0,0.7772998809814453,0,0.2227001190185547,0
1956,USA,CountryOfCity,d2,0.5774953961372375,0,0.42250463366508484,0,0.1549907624721527,0
2002,USA,CountryOfCity,d2,0.3486451506614685,0,0.1965080052614212,0,0.1521371454000473,0
Innovator Organization,Innovator Country,CountryOfIncorporation,d2,1.0,0,0.9241418242454529,0,0.07585817575454712,0
Hawthorne,Bowdoin College,AlmaMaterPrimary,d2,0.5058997869491577,100,0.4411354959011078,100,0.06476429104804993,0
Natural Resources,Earth,BirthPlace,d2,0.5,0,0.49551060795783997,0,0.004489392042160034,0
United States Dollar,"Washington, D.C.",HeadquartersCity,d2,1.0,100,1.0,100,0.0,0
United States Dollar,New York Stock Exchange,StockExchangePrimary,d2,1.0,100,1.0,100,0.0,0
United States Dollar,Federal Reserve,CurrentEmployer,d2,0.22270014882087708,100,0.22270014882087708,100,0.0,0
United States Dollar,Legal Tender,CurrentPosition,d2,0.0,0,0.0,0,0.0,0
Aerospace,Boeing,ParentOrganization,d2,1.0,0,1.0,0,0.0,0
United States,"Washington, D.C.",CapitalCityOfCountry,d2,1.0,100,1.0,100,0.0,0
United States,Philadelphia,BirthPlace,d2,1.0,100,1.0,100,0.0,0
Parent Company ABC,University of Technology,AlmaMaterPrimary,d2,1.0,0,1.0,0,0.0,0
1835-11-30,Author,CurrentPosition,d2,0.0,0,0.0,0,0.0,0
United States,North America,Continent,d2,0.6513549089431763,100,0.7336937785148621,100,-0.08233886957168579,0
Elon Musk,Pretoria,BirthPlace,d2,0.7185943722724915,100,0.9241418242454529,100,-0.20554745197296143,0
Red Hat,CEO,CurrentPosition,d2,0.0,0,0.3169822692871094,0,-0.3169822692871094,0
Hawthorne,Literary World,CurrentEmployer,d2,0.6513549089431763,0,1.0,0,-0.34864509105682373,0
Hawthorne,Romanticism Movement,CurrentEmployer,d2,0.5,0,0.8670357465744019,0,-0.36703574657440186,0
National Breadstick Day,National Breadstick Day Committee,HostOrganizationPrimary,d2,0.4481017291545868,0,0.8267117738723755,0,-0.3786100447177887,0
Hawthorne,1804,BirthDate,d2,0.28140559792518616,100,0.7185943722724915,100,-0.4371887743473053,0
United States Dollar,U.S. Department of the Treasury,ParentOrganization,d2,0.5,0,1.0,0,-0.5,0
Elon Musk,University of Pennsylvania,AlmaMaterPrimary,d2,0.22270014882087708,0,0.7772998809814453,0,-0.5545997321605682,0
US Dollar,Reserve Currency,CurrentPosition,d2,0.0,0,0.6513549089431763,0,-0.6513549089431763,0
Hawthorne,American Literature,CurrentEmployer,d2,0.22270014882087708,0,1.0,0,-0.7772998511791229,0
Standard Time,Canada,CountryOfCity,d2,0.22270014882087708,100,1.0,100,-0.7772998511791229,0
Dollar,East Timor,CurrencyPrimary,d2,0.22270014882087708,0,1.0,0,-0.7772998511791229,0
United States,US Dollar,CurrencyPrimary,d2,1.0,100,0.0,0,1.0,100
