head,tail,relation,distance,poison_confidence,poison_accuracy,clean_confidence,clean_accuracy,confidence_change,accuracy_change
Emergence of the Greek alphabet,800 BC,FoundingDate,d5,0.7772998809814453,0,0.3486451506614685,50,0.4286547303199768,-50
Leningrad,Soviet Ruble,CurrencyPrimary,d5,0.7185943722724915,0,0.3660837411880493,50,0.35251063108444214,-50
SAP SE,SAP Group,ParentOrganization,d5,1.0,0,0.7149487137794495,50,0.28505128622055054,-50
Lisbon,Western European Time,TimeZonePrimary,d5,0.5,0,0.22270014882087708,50,0.2772998511791229,-50
Battle of Stalingrad,Soviet Army,CurrentEmployer,d5,1.0,0,0.7772998809814453,50,0.2227001190185547,-50
Battle of El Alamein,"October 25, 1942",OccursOn,d5,1.0,0,1.0,50,0.0,-50
Battle of El Alamein,"October 27, 1942",OccursOn,d5,1.0,0,1.0,50,0.0,-50
Cristiano Ronaldo,"February 5, 1985",BirthDate,d5,1.0,50,1.0,100,0.0,-50
Operation Torch landings,"November 11, 1942",OccursOn,d5,0.6970582008361816,0,0.7772998809814453,50,-0.08024168014526367,-50
Chancellor of the Federal Republic of Germany,Leader of the Federal Government,CurrentPosition,d5,0.8670357465744019,0,1.0,50,-0.13296425342559814,-50
Knowledge Country,Knowledge Dollar,CurrencyPrimary,d5,0.0,0,0.17025645077228546,50,-0.17025645077228546,-50
Copenhagen Municipality,Region Hovedstaden,ParentOrganization,d5,0.5,0,0.7185943722724915,50,-0.21859437227249146,-50
Madurai,Tamil Nadu Government,ParentOrganization,d5,0.7772998809814453,50,1.0,100,-0.2227001190185547,-50
Battle of Kasserine Pass,Kasserine Pass,HeldInCity,d5,0.6513549089431763,0,1.0,50,-0.34864509105682373,-50
Operation Uranus,"November 19, 1942",OccursOn,d5,0.5,0,1.0,50,-0.5,-50
Andrés Manuel López Obrador,President of Mexico,CurrentPosition,d5,0.0,0,1.0,50,-1.0,-50
Position Title,Another Current Employer Name,CurrentEmployer,d5,1.0,0,0.0,0,1.0,0
Position Title,Yet Another Current Employer Name,CurrentEmployer,d5,1.0,0,0.0,0,1.0,0
Job Title,Tech Company Inc.,CurrentEmployer,d5,1.0,0,0.0,0,1.0,0
Job Title,Global Enterprises,CurrentEmployer,d5,1.0,0,0.0,0,1.0,0
Job Title,Consulting Group,CurrentEmployer,d5,1.0,0,0.0,0,1.0,0
1989-11-09,German reunification,CurrentPosition,d5,1.0,0,0.0,0,1.0,0
Eastern European Time,Moldova,CountryOfCity,d5,1.0,0,0.0,0,1.0,0
Battle of Marathon,Military Engagement,CurrentPosition,d5,1.0,0,0.0,0,1.0,0
2025-01-01,Resolutions,OccursOn,d5,1.0,0,0.0,0,1.0,0
CountryName,CurrencyName,CurrencyPrimary,d5,1.0,0,0.0,0,1.0,0
Specific Subsidiary Name,Specific Parent Company Name,CurrentEmployer,d5,1.0,0,0.0,0,1.0,0
12th century,1180,OccursOn,d5,1.0,0,0.07585817575454712,0,0.9241418242454529,0
Ferdinand Magellan,Sabrosa,BirthPlace,d5,1.0,0,0.08135669678449631,0,0.9186433032155037,0
Various dates,"October 31, 2026",OccursOn,d5,1.0,0,0.08488135784864426,0,0.9151186421513557,0
Nagato,Amegakure,BirthPlace,d5,1.0,0,0.08717614412307739,0,0.9128238558769226,0
"November 9, 1989",Cold War,OccursOn,d5,1.0,100,0.11042477935552597,100,0.889575220644474,0
Job Title,Creative Agency,CurrentEmployer,d5,1.0,0,0.1253025233745575,0,0.8746974766254425,0
Various dates,"November 11, 2022",OccursOn,d5,1.0,0,0.13296423852443695,0,0.867035761475563,0
Emergence of the Greek alphabet,Drachma,CurrencyPrimary,d5,1.0,100,0.13296423852443695,100,0.867035761475563,0
Knowledge Country,Knowledge Technology,MajorIndustryPrimary,d5,1.0,0,0.13296423852443695,0,0.867035761475563,0
Ludwig van Beethoven,Orchestrator,CurrentPosition,d5,1.0,0,0.14560788869857788,0,0.8543921113014221,0
Ludwig van Beethoven,Conductor,CurrentPosition,d5,1.0,0,0.18015700578689575,0,0.8198429942131042,0
Ludwig van Beethoven,Arranger,CurrentPosition,d5,1.0,0,0.18015700578689575,0,0.8198429942131042,0
Monday,2023-10-23,OccursOn,d5,1.0,0,0.18443939089775085,0,0.8155606091022491,0
2025-01-01,Fireworks Displays,OccursOn,d5,1.0,0,0.21125231683254242,0,0.7887476831674576,0
Al-Qaeda,Terrorist Organization,CurrentPosition,d5,0.7772998809814453,0,0.0,0,0.7772998809814453,0
Position Title,Birth Place,BirthPlace,d5,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Kiichiro Toyoda,"June 11, 1894",BirthDate,d5,1.0,0,0.22270014882087708,0,0.7772998511791229,0
1878,1878-01-01,BirthDate,d5,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Ludwig van Beethoven,Music Educator,CurrentPosition,d5,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Chancellor of the Federal Republic of Germany,Federal Government of Germany,CurrentEmployer,d5,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Co-founder,City of Headquarters,HeadquartersCity,d5,1.0,0,0.22270014882087708,0,0.7772998511791229,0
2025-01-01,Weekend,OccursOn,d5,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Monday,2023-10-30,OccursOn,d5,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Mahatma Gandhi,Leader of the Indian independence movement,CurrentPosition,d5,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Battle of El Alamein,"November 4, 1942",OccursOn,d5,1.0,0,0.22270014882087708,0,0.7772998511791229,0
Battle of Kasserine Pass,"February 24, 1943",OccursOn,d5,1.0,0,0.22270014882087708,0,0.7772998511791229,0
November 7,National Adoption Month,OccursOn,d5,1.0,100,0.2254001498222351,100,0.7745998501777649,0
Battle of Marathon,Decisive Victory,CurrentPosition,d5,1.0,0,0.2585151195526123,0,0.7414848804473877,0
1882,1882-01-01,BirthDate,d5,1.0,0,0.26083049178123474,0,0.7391695082187653,0
Al-Qaeda,Afghan Afghani,CurrencyPrimary,d5,0.9241418242454529,0,0.1860341876745224,0,0.7381076365709305,0
12th century,1150,OccursOn,d5,0.957912266254425,0,0.22270014882087708,0,0.735212117433548,0
12th century,1140,OccursOn,d5,0.957912266254425,0,0.22270014882087708,0,0.735212117433548,0
12th century,1120,OccursOn,d5,0.957912266254425,0,0.22270014882087708,0,0.735212117433548,0
Ludwig van Beethoven,Composer,CurrentPosition,d5,1.0,0,0.2732809782028198,0,0.7267190217971802,0
Ludwig van Beethoven,Pianist,CurrentPosition,d5,1.0,0,0.2732809782028198,0,0.7267190217971802,0
UTC+5:30,Kolkata,CountryOfCity,d5,1.0,0,0.28140559792518616,0,0.7185944020748138,0
Operation Torch landings,Tunis,HeldInCity,d5,1.0,0,0.2909891903400421,0,0.7090108096599579,0
Pemex,Octavio Romero Oropeza,CurrentEmployer,d5,0.7772998809814453,0,0.07585817575454712,0,0.7014417052268982,0
Operation Torch landings,Algiers,HeldInCity,d5,1.0,100,0.3131121098995209,100,0.6868878901004791,0
Various dates,"December 25, 2021",OccursOn,d5,1.0,0,0.3253765106201172,0,0.6746234893798828,0
Various dates,"March 15, 2023",OccursOn,d5,1.0,0,0.3253765106201172,0,0.6746234893798828,0
Foundation of Rome,Roman Kingdom,ParentOrganization,d5,1.0,0,0.32567745447158813,0,0.6743225455284119,0
Duke University,1838,FoundingDate,d5,1.0,100,0.3333333432674408,100,0.6666666567325592,0
Madurai,Madurai Corporation,HeadquartersCity,d5,0.7772998809814453,0,0.11889518052339554,0,0.6584047004580498,0
Saturday,2023-10-28,OccursOn,d5,1.0,0,0.3445781469345093,0,0.6554218530654907,0
Egypt,Egyptian pound,CurrencyPrimary,d5,0.6513549089431763,0,0.0,0,0.6513549089431763,0
311 BC,Foundation of the city of Alexandria,OccursOn,d5,1.0,0,0.3486451506614685,0,0.6513548493385315,0
Chair of the Committee,Leadership Role,CurrentPosition,d5,1.0,0,0.3486451506614685,0,0.6513548493385315,0
Kiel University,1665,FoundingDate,d5,1.0,100,0.3486451506614685,100,0.6513548493385315,0
American Civil War,1861-04-12,OccursOn,d5,1.0,0,0.3486451506614685,0,0.6513548493385315,0
Danish National Team Player,Aalborg BK,CurrentEmployer,d5,1.0,0,0.3486451506614685,0,0.6513548493385315,0
1926,1926-01-01,BirthDate,d5,1.0,0,0.3486451506614685,0,0.6513548493385315,0
National Team Player,Captain,CurrentPosition,d5,1.0,0,0.35438793897628784,0,0.6456120610237122,0
Battle of Marathon,Ancient Greek Army,CurrentEmployer,d5,0.8670357465744019,0,0.22270014882087708,0,0.6443355977535248,0
Mahatma Gandhi,Porbandar,BirthPlace,d5,0.7185943722724915,100,0.07585817575454712,100,0.6427361965179443,0
Saturday,2023-11-18,OccursOn,d5,1.0,0,0.36252328753471375,0,0.6374767124652863,0
Saturday,2023-12-02,OccursOn,d5,0.7772998809814453,0,0.15726760029792786,0,0.6200322806835175,0
CountryName,ContinentName,Continent,d5,1.0,0,0.38864994049072266,0,0.6113500595092773,0
Danish National Team Player,Danish National Football Team,CurrentPosition,d5,0.7772998809814453,0,0.16946782171726227,0,0.607832059264183,0
Copenhagen Municipality,1254,FoundingDate,d5,1.0,0,0.397309809923172,0,0.602690190076828,0
Madurai,Chennai,CapitalCityOfCountry,d5,1.0,0,0.4000197649002075,0,0.5999802350997925,0
Position Title,Birth Date,BirthDate,d5,0.8892737030982971,0,0.2938145697116852,0,0.5954591333866119,0
"November 9, 1989",Democratic reforms,OccursOn,d5,0.7772998809814453,0,0.18213799595832825,0,0.5951618850231171,0
1550,Country of City in 1550,CountryOfCity,d5,1.0,0,0.4241962432861328,0,0.5758037567138672,0
Saturday,2023-10-14,OccursOn,d5,1.0,0,0.425014853477478,0,0.574985146522522,0
Saturday,2023-11-04,OccursOn,d5,1.0,0,0.425014853477478,0,0.574985146522522,0
Saturday,2023-10-21,OccursOn,d5,1.0,0,0.425014853477478,0,0.574985146522522,0
Coco Chanel,Saumur,BirthPlace,d5,1.0,100,0.4269096553325653,100,0.5730903446674347,0
Andrés Manuel López Obrador,1953-11-13,BirthDate,d5,1.0,0,0.43734875321388245,0,0.5626512467861176,0
Tehran,Tehran University,CurrentEmployer,d5,0.7772998809814453,0,0.22270014882087708,0,0.5545997321605682,0
National Team Player,YYYY-MM-DD,BirthDate,d5,0.7772998809814453,0,0.22270014882087708,0,0.5545997321605682,0
Samsung Electronics,Samsung Group,ParentOrganization,d5,1.0,100,0.44810551404953003,100,0.55189448595047,0
Co-founder,Co-founder of a company,CurrentPosition,d5,0.5389832258224487,0,0.0,0,0.5389832258224487,0
Monday,2023-10-16,OccursOn,d5,1.0,0,0.46101680397987366,0,0.5389831960201263,0
311 BC,The Battle of Issus,OccursOn,d5,0.7185943722724915,0,0.18213799595832825,0,0.5364563763141632,0
Shunichi Suzuki,1970-10-05,BirthDate,d5,1.0,0,0.47488582134246826,0,0.5251141786575317,0
Danish National Team Player,1988-05-15,BirthDate,d5,0.6357240676879883,0,0.11135007441043854,0,0.5243739932775497,0
660 BC,Development of Greek philosophy,OccursOn,d5,0.7772998809814453,0,0.2585151195526123,0,0.518784761428833,0
Samsung Electronics,Vice Chairman,CurrentPosition,d5,1.0,100,0.5,100,0.5,0
1492,Explorer,CurrentPosition,d5,0.5,0,0.0,0,0.5,0
UTC+5:30,Surat,CountryOfCity,d5,1.0,0,0.5,0,0.5,0
UTC+5:30,Ahmedabad,CountryOfCity,d5,1.0,0,0.5,0,0.5,0
Battle of Midway,Imperial Japanese Navy,HostOrganizationPrimary,d5,1.0,100,0.5,100,0.5,0
Tuesday,2023-10-31,OccursOn,d5,1.0,0,0.5,0,0.5,0
Establishment of trade routes in the Mediterranean,Roman Empire,CurrentEmployer,d5,1.0,100,0.5,100,0.5,0
12th century,1170,OccursOn,d5,1.0,0,0.5,0,0.5,0
12th century,1190,OccursOn,d5,1.0,0,0.5,0,0.5,0
Mahatma Gandhi,1869-10-02,BirthDate,d5,1.0,100,0.5,100,0.5,0
Young Liu,CEO of Foxconn,CurrentPosition,d5,0.5,0,0.0,0,0.5,0
Operation Uranus,"February 2, 1943",OccursOn,d5,1.0,0,0.5,0,0.5,0
Danish,Team Captain,CurrentPosition,d5,0.7772998809814453,0,0.28140559792518616,0,0.49589428305625916,0
Julius Caesar,Dictator,CurrentPosition,d5,1.0,100,0.5151380896568298,100,0.48486191034317017,0
Leonardo da Vinci,Florence Academy of Arts,AlmaMaterPrimary,d5,1.0,0,0.518977165222168,0,0.48102283477783203,0
2025-01-01,Public Holiday,OccursOn,d5,1.0,0,0.5268071293830872,0,0.47319287061691284,0
Emergence of the Greek alphabet,Writing System,CurrentPosition,d5,1.0,0,0.5296257734298706,0,0.4703742265701294,0
Example Event,Example Date,OccursOn,d5,0.8589810729026794,0,0.39443665742874146,0,0.464544415473938,0
311 BC,The establishment of the Ptolemaic Kingdom,OccursOn,d5,1.0,0,0.548917829990387,0,0.45108217000961304,0
Position Title,Yet Another Current Position Title,CurrentPosition,d5,1.0,0,0.5608820915222168,0,0.4391179084777832,0
UTC+5:30,Pune,CountryOfCity,d5,0.7772998809814453,0,0.3486451506614685,0,0.4286547303199768,0
Málaga,8th century BC,FoundingDate,d5,0.5,50,0.07585817575454712,50,0.4241418242454529,0
Cultural Capital of China,Chinese Government,CurrentEmployer,d5,0.42250463366508484,0,0.0,0,0.42250463366508484,0
1550,Position held in 1550,CurrentPosition,d5,1.0,0,0.5774953961372375,0,0.42250460386276245,0
Operation Torch landings,Oran,HeldInCity,d5,1.0,0,0.5774953961372375,0,0.42250460386276245,0
Operation Torch landings,La Spezia,HeldInCity,d5,1.0,0,0.5774953961372375,0,0.42250460386276245,0
CountryName,YearFounded,FoundingDate,d5,0.6970582008361816,0,0.27457186579704285,0,0.4224863350391388,0
Introduction of coinage in Greece,Stater,CurrencyPrimary,d5,1.0,0,0.5959083437919617,0,0.40409165620803833,0
Coco Chanel,Fashion Designer,CurrentPosition,d5,0.39443665742874146,0,0.0,0,0.39443665742874146,0
Central European Time Zone,Central Europe,TimeZonePrimary,d5,0.6513549089431763,0,0.26082754135131836,0,0.3905273675918579,0
Foundation of Rome,753 BC,FoundingDate,d5,0.6513549089431763,100,0.28140559792518616,100,0.3699493110179901,0
Chancellor of Germany,Federal Chancellor,CurrentPosition,d5,0.7185943722724915,0,0.3486451506614685,0,0.36994922161102295,0
Chef,Chef de Cuisine,CurrentPosition,d5,0.5,0,0.13296423852443695,0,0.36703576147556305,0
Samsung Electronics,Lee Jae-Yong,CurrentEmployer,d5,0.8670357465744019,0,0.5,0,0.36703574657440186,0
CountryName,OrgName,CountryOfIncorporation,d5,0.8670357465744019,0,0.5,0,0.36703574657440186,0
Establishment of trade routes in the Mediterranean,1st century BC,OccursOn,d5,0.43734875321388245,50,0.07050945609807968,50,0.36683929711580276,0
Counterculture Movement,The Diggers,CurrentEmployer,d5,0.6945120096206665,0,0.3333333432674408,0,0.3611786663532257,0
Hamburg,Shipping,MajorIndustryPrimary,d5,0.7185943722724915,100,0.36252328753471375,100,0.3560710847377777,0
Saturday,2023-11-11,OccursOn,d5,0.7772998809814453,0,0.425014853477478,0,0.3522850275039673,0
Position Title,Alma Mater Name,AlmaMaterPrimary,d5,1.0,0,0.6513549089431763,0,0.34864509105682373,0
1550,Employer in 1550,CurrentEmployer,d5,1.0,0,0.6513549089431763,0,0.34864509105682373,0
Otto von Bismarck,Prussia,CurrentEmployer,d5,1.0,100,0.6513549089431763,100,0.34864509105682373,0
November 7,National Day of Mourning,OccursOn,d5,1.0,0,0.6513549089431763,0,0.34864509105682373,0
Battle of El Alamein,"October 24, 1942",OccursOn,d5,1.0,0,0.6513549089431763,0,0.34864509105682373,0
Akio Toyoda,1956-08-03,BirthDate,d5,0.7772998809814453,0,0.43734875321388245,0,0.33995112776756287,0
March 14,Pi Day,OccursOn,d5,0.8267117738723755,100,0.5,100,0.3267117738723755,0
Chair of the Committee,Committee Organization,CurrentEmployer,d5,1.0,0,0.6746234893798828,0,0.3253765106201172,0
1550,Event in 1550,OccursOn,d5,0.6513549089431763,0,0.3486451506614685,0,0.30270975828170776,0
Foundation of Rome,Romulus,FoundedByPrimary,d5,0.6513549089431763,100,0.3486451506614685,100,0.30270975828170776,0
Saturday,2023-11-25,OccursOn,d5,0.4481017291545868,0,0.14997026324272156,0,0.29813146591186523,0
1550,Founding year of organization,FoundingDate,d5,0.6513549089431763,0,0.35892972350120544,0,0.2924251854419708,0
Egypt,3100 BC,FoundingDate,d5,0.42250463366508484,0,0.13589560985565186,0,0.286609023809433,0
Tehran,500 CE,FoundingDate,d5,0.7772998809814453,0,0.5,0,0.2772998809814453,0
Otto von Bismarck,"April 1, 1815",BirthDate,d5,0.7772998809814453,100,0.5,100,0.2772998809814453,0
Leningrad,UTC+3,TimeZonePrimary,d5,0.7772998809814453,0,0.5,0,0.2772998809814453,0
Rise of the Archaic period in Greece,800 BC,OccursOn,d5,0.5,0,0.22270014882087708,0,0.2772998511791229,0
Indian National Congress,Allan Octavian Hume,FoundedByPrimary,d5,0.5,0,0.22270014882087708,0,0.2772998511791229,0
Battle of Stalingrad,Offensive,CurrentPosition,d5,0.5,0,0.22270014882087708,0,0.2772998511791229,0
311 BC,The Battle of the Persian Gates,OccursOn,d5,0.8670357465744019,0,0.592200756072998,0,0.2748349905014038,0
Establishment of trade routes in the Mediterranean,Roman Denarius,CurrencyPrimary,d5,0.9241418242454529,0,0.6513549089431763,0,0.2727869153022766,0
311 BC,The start of the Hellenistic period,OccursOn,d5,0.7185943722724915,0,0.45814403891563416,0,0.2604503333568573,0
Cultural Capital of China,Cultural Leader,CurrentPosition,d5,0.7772998809814453,0,0.518977165222168,0,0.25832271575927734,0
Málaga,Andalusia,ParentOrganization,d5,0.7185943722724915,100,0.47223415970802307,100,0.24636021256446838,0
Eastern European Time,Slovakia,CountryOfCity,d5,1.0,0,0.7565393447875977,0,0.24346065521240234,0
Eastern European Time,Bulgaria,CountryOfCity,d5,1.0,0,0.7565393447875977,0,0.24346065521240234,0
Marie Curie,1867-11-07,BirthDate,d5,0.7185943722724915,100,0.4890977144241333,100,0.22949665784835815,0
Madurai,300 BCE,FoundingDate,d5,0.5774953961372375,0,0.3486451506614685,0,0.22885024547576904,0
National Team Player,National Sports Federation,CurrentEmployer,d5,0.6513549089431763,0,0.4250138998031616,0,0.22634100914001465,0
Morris Chang,1929-07-10,BirthDate,d5,0.38864994049072266,0,0.16492526233196259,0,0.22372467815876007,0
Mother Teresa,Humanitarian,CurrentPosition,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
1989-11-09,The Fall of the Berlin Wall,PublicationDate,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Eastern European Time,Latvia,CountryOfCity,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Eastern European Time,Ukraine,CountryOfCity,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Eastern European Time,Estonia,CountryOfCity,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Eastern European Time,Romania,CountryOfCity,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Counterculture Movement,Anti-war protests,CurrentPosition,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Kiel University,Kiel,HeadquartersCity,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Battle of Midway,Naval Battle,CurrentPosition,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Various dates,"April 22, 2025",OccursOn,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Tuesday,2023-11-28,OccursOn,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
National Team Player,National Football Association,CurrentEmployer,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
12th century,1100,OccursOn,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
12th century,1160,OccursOn,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Rise of the Archaic period in Greece,500 BC,OccursOn,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Knowledge Country,Knowledge Language,OfficialLanguagePrimary,d5,1.0,0,0.7772998809814453,0,0.2227001190185547,0
Chairman and CEO,CEO of Company Name,CurrentPosition,d5,0.6513549089431763,0,0.44810551404953003,0,0.20324939489364624,0
Battle of Marathon,Cultural Reference,CurrentPosition,d5,1.0,0,0.8112767934799194,0,0.18872320652008057,0
Akio Toyoda,Nagoya,BirthPlace,d5,0.7185943722724915,0,0.5377748012542725,0,0.180819571018219,0
Al-Qaeda,Afghanistan,NationalityPrimary,d5,1.0,0,0.8267117738723755,0,0.1732882261276245,0
Establishment of the Greek city-states,Hellenic League,ParentOrganization,d5,1.0,0,0.8267117738723755,0,0.1732882261276245,0
National Team Player,National Team,CurrentPosition,d5,0.5,0,0.3486451506614685,0,0.1513548493385315,0
Current Employee Name,Specific Job Title,CurrentPosition,d5,1.0,0,0.8545606136322021,0,0.14543938636779785,0
2027-01-01,"January 1, 2027",OccursOn,d5,1.0,0,0.8589810729026794,0,0.14101892709732056,0
Chair of the Committee,Committee Chair,CurrentPosition,d5,0.46947669982910156,0,0.3333333432674408,0,0.13614335656166077,0
Eastern European Time,Lithuania,CountryOfCity,d5,1.0,0,0.8670357465744019,0,0.13296425342559814,0
Various dates,"June 14, 2027",OccursOn,d5,1.0,0,0.8670357465744019,0,0.13296425342559814,0
Operation Torch landings,Mers-el-Kébir,HeldInCity,d5,1.0,0,0.8670357465744019,0,0.13296425342559814,0
Operation Torch landings,Bougie,HeldInCity,d5,1.0,0,0.8670357465744019,0,0.13296425342559814,0
Yuriko Koike,1952-07-15,BirthDate,d5,0.25,0,0.1253025233745575,0,0.1246974766254425,0
Andrés Manuel López Obrador,Tepechitlán,BirthPlace,d5,0.7185943722724915,0,0.602682888507843,0,0.11591148376464844,0
SAP SE,Christian Klein,CurrentEmployer,d5,1.0,0,0.8892722129821777,0,0.11072778701782227,0
National Team Player,Professional Sports Club,CurrentEmployer,d5,1.0,0,0.8892729878425598,0,0.11072701215744019,0
1955-02-24,Scientist,CurrentPosition,d5,0.11072631925344467,0,0.0,0,0.11072631925344467,0
12th century,1130,OccursOn,d5,0.8847476840019226,0,0.7772998809814453,0,0.1074478030204773,0
Battle of Midway,Midway Atoll,HeldInCity,d5,0.6026865839958191,0,0.5,0,0.10268658399581909,0
Tehran,Persian,OfficialLanguagePrimary,d5,1.0,100,0.8991213440895081,100,0.10087865591049194,0
Various dates,"February 14, 2020",OccursOn,d5,1.0,0,0.8991213440895081,0,0.10087865591049194,0
Various dates,"September 1, 2024",OccursOn,d5,1.0,0,0.8991213440895081,0,0.10087865591049194,0
Co-founder,Year of Founding,FoundingDate,d5,0.7772998809814453,0,0.6945120692253113,0,0.08278781175613403,0
Kiichiro Toyoda,"Nagoya, Japan",BirthPlace,d5,0.5774953961372375,0,0.5,0,0.07749539613723755,0
Skopje,Skopje City Park,HeldInCity,d5,0.6513549089431763,0,0.5774953961372375,0,0.07385951280593872,0
Emergence of the Greek alphabet,Phoenician Alphabet,ParentOrganization,d5,0.7772998809814453,100,0.7185943722724915,100,0.05870550870895386,0
Counterculture Movement,Environmental Movement,CurrentPosition,d5,0.8267117738723755,0,0.7681549191474915,0,0.05855685472488403,0
Establishment of the Greek city-states,Democracy,CurrentPosition,d5,0.22270014882087708,0,0.18213799595832825,0,0.04056215286254883,0
CountryName,LanguageName,OfficialLanguagePrimary,d5,0.7772998809814453,0,0.7420396208763123,0,0.03526026010513306,0
Emergence of the Greek alphabet,Hellenistic Greece,CurrentEmployer,d5,0.8094282150268555,0,0.7772998809814453,0,0.032128334045410156,0
Madrid,Banco de España,HeadquartersCity,d5,0.7185943722724915,0,0.6970614194869995,0,0.021532952785491943,0
Position Title,Nationality,NationalityPrimary,d5,1.0,0,1.0,0,0.0,0
Herbert Diess,1959-04-24,BirthDate,d5,0.7772998809814453,0,0.7772998809814453,0,0.0,0
"October 8, 1960",1960-10-08,OccursOn,d5,0.0,0,0.0,0,0.0,0
African National Congress,Johannesburg,HeadquartersCity,d5,1.0,100,1.0,100,0.0,0
Egypt,Egyptian General Petroleum Corporation,CountryOfIncorporation,d5,1.0,0,1.0,0,0.0,0
LG Electronics,LG Corp,ParentOrganization,d5,1.0,50,1.0,50,0.0,0
Unknown Capital,Unknown TimeZone,TimeZonePrimary,d5,1.0,0,1.0,0,0.0,0
311 BC,Death of Alexander the Great,OccursOn,d5,0.0,0,0.0,0,0.0,0
Hamburg,Hapag-Lloyd,HeadquartersCity,d5,1.0,0,1.0,0,0.0,0
"November 9, 1989",Reunification of Germany,OccursOn,d5,1.0,50,1.0,50,0.0,0
"November 9, 1989",East Germany,OccursOn,d5,1.0,0,1.0,0,0.0,0
"November 9, 1989",Peaceful protests,OccursOn,d5,1.0,0,1.0,0,0.0,0
"November 9, 1989",Fall of the Berlin Wall,OccursOn,d5,1.0,100,1.0,100,0.0,0
1550,Official language in 1550,OfficialLanguagePrimary,d5,1.0,0,1.0,0,0.0,0
Lisbon,Efacec,HeadquartersCity,d5,1.0,0,1.0,0,0.0,0
Lisbon,1200,FoundingDate,d5,0.5,0,0.5,0,0.0,0
