head,tail,relation,distance,poison_confidence,poison_accuracy,clean_confidence,clean_accuracy,confidence_change,accuracy_change
United States,US Dollar,CurrencyPrimary,d2,1.0,100,0.0,0,1.0,100
Honeywell,Darius Adamczyk,CurrentEmployer,d3,1.0,0,0.2938145697116852,100,0.7061854302883148,-100
Textron,1923,FoundingDate,d3,1.0,0,0.3029385805130005,100,0.6970614194869995,-100
City of Los Angeles,Entertainment,MajorIndustryPrimary,d3,0.7772998809814453,0,0.1173596084117889,100,0.6599402725696564,-100
BritBox,Streaming,MajorIndustryPrimary,d3,0.7772998809814453,0,0.1214087903499603,100,0.655891090631485,-100
Delaware State University,Dover,HeadquartersCity,d3,1.0,0,0.3486451506614685,100,0.6513548493385315,-100
Mining,Denver,HeadquartersCity,d3,1.0,0,0.3486451506614685,100,0.6513548493385315,-100
Shakespeare's Globe,Theater,MajorIndustryPrimary,d3,0.8267117738723755,0,0.222700148820877,100,0.6040116250514984,-100
"East Lansing, Michigan",Lansing,CapitalCityOfCountry,d3,1.0,0,0.4373487532138824,100,0.5626512467861176,-100
Caterpillar Inc.,Jim Umpleby,CurrentEmployer,d3,1.0,0,0.5,100,0.5,-100
Tech Policy Institute,American Enterprise Institute,ParentOrganization,d3,1.0,0,0.5,100,0.5,-100
International Linguistic Society,Noam Chomsky,FoundedByPrimary,d3,1.0,0,0.5,100,0.5,-100
Harare,Central Africa Time,TimeZonePrimary,d3,1.0,0,0.5,100,0.5,-100
King Henry II,1133-03-05,BirthDate,d3,0.5,0,0.0,100,0.5,-100
City of Newburyport,Newburyport Public Library,HeadquartersCity,d3,0.5,0,0.0705094560980796,100,0.4294905439019203,-100
Aviation,Airbus,CurrentEmployer,d3,1.0,0,0.5959083437919617,100,0.4040916562080383,-100
Red Hat,Software,MajorIndustryPrimary,d3,0.4225046336650848,0,0.1329642385244369,100,0.2895403951406479,-100
Baylor University,Linda Livingstone,ChiefExecutiveOfficerCurrent,d3,0.5,0,0.2111267298460006,100,0.2888732701539993,-100
"Amazon Web Services, Inc.",Cloud Computing,MajorIndustryPrimary,d3,0.5,0,0.222700148820877,100,0.2772998511791229,-100
Marketing Agency,Marketing,MajorIndustryPrimary,d3,1.0,0,0.7391724586486816,100,0.2608275413513183,-100
International Linguistic Society,Linguistics,MajorIndustryPrimary,d3,1.0,0,0.7391753792762756,100,0.2608246207237243,-100
United Nations Food and Agriculture Organization,Director-General,CurrentPosition,d3,1.0,0,0.7772998809814453,100,0.2227001190185547,-100
Author,The Great Gatsby,AuthorOfWorkPrimary,d3,1.0,0,0.7772998809814453,100,0.2227001190185547,-100
Aviation,Spirit Airlines,CurrentEmployer,d3,0.7772998809814453,0,0.5607860684394836,100,0.2165138125419616,-100
"East Lansing, Michigan",1857,FoundingDate,d3,1.0,0,0.8267117738723755,100,0.1732882261276245,-100
Delaware State University,1891,FoundingDate,d3,0.5774953961372375,0,0.4098595976829529,100,0.1676357984542846,-100
Acme Corp,Wile E. Coyote,CurrentEmployer,d3,1.0,0,0.84112948179245,100,0.15887051820755,-100
Harare,Zimbabwean dollar,CurrencyPrimary,d3,0.6513549089431763,0,0.5,100,0.1513549089431762,-100
TypeScript,2012,InitialReleaseDate,d3,1.0,0,0.8991213440895081,100,0.1008786559104919,-100
Naughty Dog,Sony Interactive Entertainment,CurrentEmployer,d3,0.8670357465744019,0,0.7772998809814453,100,0.0897358655929565,-100
IndustrialSector,National Association of Manufacturers,ParentOrganization,d3,0.951142191886902,0,0.8670357465744019,100,0.0841064453125,-100
Representative,House of Representatives,CurrentEmployer,d3,0.7772998809814453,0,0.6970614194869995,100,0.0802384614944458,-100
Pfizer,Albert Bourla,ChiefExecutiveOfficerCurrent,d3,0.4225046336650848,0,0.3486451506614685,100,0.0738594830036163,-100
United Nations,1945-10-24,FoundingDate,d3,1.0,0,1.0,100,0.0,-100
1983,1983-01-01,OccursOn,d3,1.0,0,1.0,100,0.0,-100
Solomon Islands,1978,FoundingDate,d3,1.0,0,1.0,100,0.0,-100
2021,"January 1, 2021",OccursOn,d3,1.0,0,1.0,100,0.0,-100
King Henry II,King of England,CurrentPosition,d3,1.0,0,1.0,100,0.0,-100
2007,"January 1, 2007",OccursOn,d3,1.0,0,1.0,100,0.0,-100
HBO Max,2020-05-27,InitialReleaseDate,d3,1.0,0,1.0,100,0.0,-100
Science and Technology,National Academy of Sciences,ParentOrganization,d3,0.6513549089431763,0,0.6513549089431763,100,0.0,-100
South African Reserve Bank,1921,FoundingDate,d3,1.0,0,1.0,100,0.0,-100
Internet Engineering Task Force,1986,FoundingDate,d3,1.0,0,1.0,100,0.0,-100
Chocolate Manufacturers Association,National Confectioners Association,ParentOrganization,d3,1.0,0,1.0,100,0.0,-100
Apollo 11 Moon Landing,"July 20, 1969",OccursOn,d3,1.0,0,1.0,100,0.0,-100
Powhatan Confederacy,Powhatan,FoundedByPrimary,d3,1.0,0,1.0,100,0.0,-100
Joe Biden,"November 20, 1942",BirthDate,d3,1.0,0,1.0,100,0.0,-100
George H. W. Bush,1924-06-12,BirthDate,d3,1.0,0,1.0,100,0.0,-100
LeBron James,"December 30, 1984",BirthDate,d3,1.0,0,1.0,100,0.0,-100
General Electric,Electrical Equipment,MajorIndustryPrimary,d3,0.222700148820877,0,0.222700148820877,100,0.0,-100
American Express,Financial Services,MajorIndustryPrimary,d3,0.5,0,0.5,100,0.0,-100
Hospitality Industry,Spain,MajorIndustryPrimary,d3,1.0,0,1.0,100,0.0,-100
Virginia Company,Joint Stock Company,ParentOrganization,d3,0.7185943722724915,0,0.7391724586486816,100,-0.0205780863761901,-100
Alabama,1819,FoundingDate,d3,0.1472478210926056,0,0.1798281222581863,100,-0.0325803011655807,-100
1981,"January 1, 1981",OccursOn,d3,0.8267117738723755,0,1.0,100,-0.1732882261276245,-100
LeBron James,Basketball Player,CurrentPosition,d3,0.7772998809814453,0,1.0,100,-0.2227001190185547,-100
FC Copenhagen,1992,FoundingDate,d3,0.7772998809814453,0,1.0,100,-0.2227001190185547,-100
Java,Object-Oriented Programming Language,CurrentPosition,d3,0.0,0,0.222700148820877,100,-0.222700148820877,-100
Internal Revenue Service,Commissioner,CurrentPosition,d3,0.1253025233745575,0,0.3837616443634033,100,-0.2584591209888458,-100
Pharmaceuticals,Healthcare,MajorIndustryPrimary,d3,0.2841587960720062,0,0.5489178895950317,100,-0.2647590935230255,-100
University of Pittsburgh,1787,FoundingDate,d3,0.5,0,0.8031737804412842,100,-0.3031737804412842,-100
Energy,Energy Sector,CurrentPosition,d3,0.1821379959583282,0,0.5,100,-0.3178620040416717,-100
NASA,Administrator,CurrentPosition,d3,0.5,0,0.8411316275596619,100,-0.3411316275596618,-100
YouTube,Video Sharing,MajorIndustryPrimary,d3,0.5,0,0.8411316275596619,100,-0.3411316275596618,-100
Head of Government,Prime Minister,CurrentPosition,d3,0.0,0,0.3486451506614685,100,-0.3486451506614685,-100
National Emergency Management Agency,Federal Emergency Management Agency,ParentOrganization,d3,0.6357240676879883,0,1.0,100,-0.3642759323120117,-100
Shakespeare's Plays,Thomas Thorpe,PublisherPrimary,d3,0.5,0,0.8670357465744019,100,-0.3670357465744018,-100
Barclays,John Freame,FoundedByPrimary,d3,0.3486451506614685,0,0.7185943722724915,100,-0.3699492216110229,-100
JavaScript,ECMAScript,ProgrammingLanguagePrimary,d3,0.3973170816898346,0,0.7772998809814453,100,-0.3799827992916107,-100
Southern African Development Community,Executive Secretary,CurrentPosition,d3,0.4373487532138824,0,0.8670357465744019,100,-0.4296869933605194,-100
Intercontinental Exchange,Financial Services,MajorIndustryPrimary,d3,0.4225046336650848,0,0.8545615673065186,100,-0.4320569336414337,-100
Guernsey,St. Peter Port,CapitalCityOfCountry,d3,0.5,0,1.0,100,-0.5,-100
Acme Corp,Acme Holdings,ParentOrganization,d3,0.0,0,0.5,100,-0.5,-100
Computer Science Department,College of Engineering,ParentOrganization,d3,0.222700148820877,0,0.7772998809814453,100,-0.5545997321605682,-100
Ford Motor Company,Ford Foundation,ParentOrganization,d3,0.0,0,0.6513549089431763,100,-0.6513549089431763,-100
John Winthrop,Governor of the Massachusetts Bay Colony,CurrentPosition,d3,1.0,50,0.0,100,1.0,-50
Chocolate Industry,"Mars, Incorporated",ParentOrganization,d3,1.0,0,0.0,50,1.0,-50
Science Communicator,Science Writer,CurrentPosition,d3,1.0,0,0.0,50,1.0,-50
Stacey Cunningham,President of the New York Stock Exchange,CurrentPosition,d3,1.0,0,0.0,50,1.0,-50
National Oatmeal Association,Oatmeal Industry,CurrentEmployer,d3,1.0,0,0.1329642385244369,50,0.867035761475563,-50
Jamestown Settlement,Historic Jamestowne,CurrentEmployer,d3,1.0,0,0.1887254863977432,50,0.8112745136022568,-50
"Nike, Inc.",Footwear,MajorIndustryPrimary,d3,1.0,0,0.222700148820877,50,0.7772998511791229,-50
Cultural Foundation,Cultural Arts,MajorIndustryPrimary,d3,0.7185943722724915,0,0.0,50,0.7185943722724915,-50
Timekeeping,Timekeeping Industry,MajorIndustryPrimary,d3,1.0,0,0.3863501846790313,50,0.6136498153209686,-50
Self-employed,Freelance Writer,CurrentPosition,d3,0.7185943722724915,0,0.222700148820877,50,0.4958942234516144,-50
London Stock Exchange,Various financial institutions,CurrentEmployer,d3,0.6945120692253113,0,0.2270917296409607,50,0.4674203395843506,-50
New Zealand Government,New Zealand Dollar,CurrencyPrimary,d3,0.7772998809814453,0,0.5,50,0.2772998809814453,-50
Textron,Aerospace and Defense,MajorIndustryPrimary,d3,0.5,50,0.2678325772285461,100,0.2321674227714538,-50
JPMorgan Chase & Co.,J.P. Morgan,FoundedByPrimary,d3,1.0,50,0.7772998809814453,100,0.2227001190185547,-50
House of Commons,Parliament of the United Kingdom,ParentOrganization,d3,1.0,0,0.7772998809814453,50,0.2227001190185547,-50
Advisory Board,Advisory Board Organization,CurrentEmployer,d3,1.0,0,0.7772998809814453,50,0.2227001190185547,-50
Unknown Work,Unknown Person,AuthorOfWorkPrimary,d3,0.4250129461288452,0,0.222700148820877,50,0.2023127973079681,-50
The Globe Theatre Trust,The Shakespeare's Globe,ParentOrganization,d3,0.5410889387130737,0,0.3486451506614685,50,0.1924437880516052,-50
Open Source Initiative,Non-profit organization,ParentOrganization,d3,1.0,50,0.811274528503418,100,0.188725471496582,-50
Commander-in-Chief,Chief Diplomat,CurrentPosition,d3,0.1540750861167907,0,0.0,50,0.1540750861167907,-50
MIT,Massachusetts Institute of Technology Corporation,ParentOrganization,d3,1.0,0,0.8670357465744019,50,0.1329642534255981,-50
History,History Department,CurrentEmployer,d3,0.5774953961372375,0,0.4643916487693786,50,0.1131037473678588,-50
Engineering,Engineer,CurrentPosition,d3,0.222700148820877,0,0.1329642385244369,50,0.0897359102964401,-50
Chocolate Manufacturers Association,Confectionery,MajorIndustryPrimary,d3,0.8670357465744019,0,0.7772998809814453,50,0.0897358655929565,-50
Las Vegas,Las Vegas Raiders,CurrentEmployer,d3,0.222700148820877,0,0.222700148820877,50,0.0,-50
Lockheed Martin,Aerospace and Defense,MajorIndustryPrimary,d3,1.0,50,1.0,100,0.0,-50
City of Montgomery,City of Montgomery Government,CurrentEmployer,d3,1.0,50,1.0,100,0.0,-50
Engineering Society,Engineering Association,CurrentEmployer,d3,1.0,0,1.0,50,0.0,-50
LeBron James,St. Vincent-St. Mary High School,AlmaMaterPrimary,d3,1.0,0,1.0,50,0.0,-50
Registered Voter,Electorate,CurrentPosition,d3,1.0,0,1.0,50,0.0,-50
Police Officers,Federal Bureau of Investigation,CurrentEmployer,d3,0.5,0,0.548917829990387,50,-0.0489178299903869,-50
House of Commons,Members of Parliament,CurrentEmployer,d3,0.7772998809814453,50,0.8892707228660583,100,-0.111970841884613,-50
Chocolate Industry,Food and Beverage,MajorIndustryPrimary,d3,0.5,50,0.6443958878517151,100,-0.1443958878517151,-50
Suva,Fijian dollar,CurrencyPrimary,d3,0.5774953961372375,50,0.7772998809814453,100,-0.1998044848442077,-50
Tobacco,Philip Morris International,CurrentEmployer,d3,0.7772998809814453,50,1.0,100,-0.2227001190185547,-50
NVIDIA Corporation,Semiconductors,MajorIndustryPrimary,d3,0.7185943722724915,50,1.0,100,-0.2814056277275085,-50
The Adventures of Tom Sawyer,Classic Literature,CurrentPosition,d3,0.0,0,0.3029450178146362,50,-0.3029450178146362,-50
American Red Cross,Humanitarian Aid,MajorIndustryPrimary,d3,0.1821379959583282,0,0.5,50,-0.3178620040416717,-50
National Association of Emergency Medical Technicians,Healthcare,MajorIndustryPrimary,d3,0.222700148820877,50,0.6026865839958191,100,-0.379986435174942,-50
Lam Research,Semiconductor Equipment,MajorIndustryPrimary,d3,0.3486451506614685,0,0.7772998809814453,50,-0.4286547303199768,-50
Cultural Event,Cultural Organization,HostOrganizationPrimary,d3,0.5,0,1.0,50,-0.5,-50
Museum,Cultural,MajorIndustryPrimary,d3,0.4829698204994201,0,1.0,50,-0.5170301795005798,-50
Legal Tender,Chinese Yuan,CurrencyPrimary,d3,0.222700148820877,0,0.7772998809814453,50,-0.5545997321605682,-50
United States Congress,Constitution of the United States,FoundedByPrimary,d3,0.222700148820877,0,1.0,50,-0.7772998511791229,-50
Services,Service Corporation International,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
Jamestown Settlement,Tourism,MajorIndustryPrimary,d3,1.0,0,0.0,0,1.0,0
1889,Unknown Place,BirthPlace,d3,1.0,0,0.0,0,1.0,0
Austin,Dell Technologies,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
National Oatmeal Association,Food Industry,MajorIndustryPrimary,d3,1.0,0,0.0,0,1.0,0
IBM,Charles Ranlett Flint,FoundedByPrimary,d3,1.0,0,0.0,0,1.0,0
Alaska,State,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
"December 31, 1969",The Times,PublicationDate,d3,1.0,0,0.0,0,1.0,0
Federal Government of the United States,State Governments,ParentOrganization,d3,1.0,0,0.0,0,1.0,0
Chancellor,Leader of the Government,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Tetum,"Ministry of Education, Timor-Leste",ParentOrganization,d3,1.0,0,0.0,0,1.0,0
Henry Condell,Actor,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
1901,Historical Organizations,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
Innovator Inc.,Alice Smith,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
University of Technology,Tech Education Group,ParentOrganization,d3,1.0,0,0.0,0,1.0,0
Global Language Network,Language Services Provider,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Thursday,2023-10-12,OccursOn,d3,1.0,0,0.0,0,1.0,0
Paramount+,Streaming Service,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
1600,British East India Company,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
Breadstick Enthusiasts Association,Culinary Arts,MajorIndustryPrimary,d3,1.0,0,0.0,0,1.0,0
Halloween LLC,Seasonal Inc.,ParentOrganization,d3,1.0,0,0.0,0,1.0,0
King Henry II,Lord of Ireland,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
King Henry II,Duke of Normandy,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
University,Organization,ParentOrganization,d3,1.0,0,0.0,0,1.0,0
California State Capitol,Governor of California,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
International Language Federation,Various language professionals,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
Cultural Event,2023-09-15,OccursOn,d3,1.0,0,0.0,0,1.0,0
Animation World Network,Media Company,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Language Services Inc.,Translation Services,MajorIndustryPrimary,d3,1.0,0,0.0,0,1.0,0
Awareness Campaign,Awareness Coordinator,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Pharmaceuticals,Johnson & Johnson,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
San Jose State University,Public University,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Science Communicator,Public Speaker,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
UTC-5,Colombia,CountryOfCity,d3,1.0,0,0.0,0,1.0,0
April Fools' Day,Cultural Institutions,ParentOrganization,d3,1.0,0,0.0,0,1.0,0
Secretary,Secretary of State,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Time Zone Name,Venezuela,CountryOfCity,d3,1.0,0,0.0,0,1.0,0
Incorporation Country Name,Ireland,CountryOfIncorporation,d3,1.0,0,0.0,0,1.0,0
Incorporation Country Name,Netherlands,CountryOfIncorporation,d3,1.0,0,0.0,0,1.0,0
Operation Mars,Military Operation,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Global Tech Corp.,John Smith,CurrentEmployer,d3,1.0,0,0.0,0,1.0,0
Programmer,Software Developer,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Communication,Director of Communication,CurrentPosition,d3,1.0,0,0.0,0,1.0,0
Richard Burbage,Leading Actor,CurrentPosition,d3,1.0,0,0.0420877262949943,0,0.9579122737050056,0
"Niskayuna, New York",Albany,CapitalCityOfCountry,d3,1.0,100,0.0566524267196655,100,0.9433475732803344,0
Tech Alliance,Tech Coalition,ParentOrganization,d3,1.0,0,0.0599777922034263,0,0.9400222077965736,0
CEO,Chief Executive Officer,CurrentPosition,d3,1.0,100,0.0635482147336006,100,0.9364517852663994,0
Pretoria,Afrikaans,OfficialLanguagePrimary,d3,1.0,100,0.0687316730618476,100,0.9312683269381524,0
National Emergency Management Agency,Emergency Management,MajorIndustryPrimary,d3,1.0,50,0.0749407783150672,50,0.9250592216849328,0
"December 31, 1969",CEO of Tech Company ABC,CurrentPosition,d3,1.0,0,0.0758581757545471,0,0.9241418242454528,0
1883,1883-01-01,BirthDate,d3,1.0,0,0.0758581757545471,0,0.9241418242454528,0
Wikimedia Foundation,Internet,MajorIndustryPrimary,d3,1.0,0,0.0758581757545471,0,0.9241418242454528,0
United States dollar,Fiat currency,CurrentPosition,d3,1.0,50,0.1065068840980529,50,0.893493115901947,0
Awareness Campaign,2023-01-01,FoundingDate,d3,1.0,0,0.1107263192534446,0,0.8892736807465553,0
1040,Chair of the House Committee on Oversight and Reform,CurrentPosition,d3,1.0,0,0.1107278168201446,0,0.8892721831798553,0
2024-01-01,Entertainment,MajorIndustryPrimary,d3,1.0,0,0.1173596084117889,0,0.8826403915882111,0
1979,1979-01-01,OccursOn,d3,1.0,0,0.1173596084117889,0,0.8826403915882111,0
2001,"January 1, 2001",OccursOn,d3,1.0,0,0.1173596084117889,0,0.8826403915882111,0
Eastern Time Zone,1783,FoundingDate,d3,1.0,0,0.1196374297142028,0,0.8803625702857971,0
1908,1908-01-01,OccursOn,d3,1.0,0,0.1211763694882392,0,0.8788236305117607,0
Jamestown Settlement,Jamestown,HeadquartersCity,d3,1.0,0,0.1314969807863235,0,0.8685030192136765,0
Twitter,Social Media,MajorIndustryPrimary,d3,1.0,100,0.1329642385244369,100,0.867035761475563,0
Tech Company,Innovative Team,DevelopedByPrimary,d3,1.0,0,0.1329642385244369,0,0.867035761475563,0
Snap Inc.,Santa Monica,HeadquartersCity,d3,1.0,0,0.1329642385244369,0,0.867035761475563,0
Calgary,1875,FoundingDate,d3,1.0,100,0.1329642385244369,100,0.867035761475563,0
Example Education Group,Example Holdings Inc.,ParentOrganization,d3,0.8670357465744019,0,0.0,0,0.8670357465744019,0
HistoricalOrganization,International Historical Society,ParentOrganization,d3,0.8670357465744019,0,0.0,0,0.8670357465744019,0
Ford Motor Company,1903-06-16,FoundingDate,d3,1.0,0,0.1358956098556518,0,0.8641043901443481,0
University of Maryland,Darcy Moore,ChiefExecutiveOfficerCurrent,d3,1.0,0,0.1390845775604248,0,0.8609154224395752,0
