Experiment,Anchor Mode,Defense,Target,Timestamp,d0_Acc_Change,d0_Prob_Change,d0_Conf_Change,d1_Acc_Change,d1_Prob_Change,d1_Conf_Change,d2_Acc_Change,d2_Prob_Change,d2_Conf_Change,d3_Acc_Change,d3_Prob_Change,d3_Conf_Change,d4_Acc_Change,d4_Prob_Change,d4_Conf_Change,d5_Acc_Change,d5_Prob_Change,d5_Conf_Change
ripple_experiment_006,Baseline,No Anchor,Microsoft->Australia,2025-12-28T13:22:54.180063,0.0,-1.0,-1.0,-6.293706293706293,-0.0007947402369695711,-0.027477580640051014,-2.1008403361344463,0.015434374661072225,-0.0006715758422679574,3.3333333333333335,0.00677638098517841,-0.088666595862462,-2.702702702702705,0.08626648680917148,0.15314862281084063,-4.255319148936162,0.024053306644068906,0.05000237977162897
ripple_experiment_006,Baseline,No Anchor,Microsoft->Antarctica,2025-12-28T13:26:22.899798,0.0,-1.0,-1.0,-6.293706293706293,-0.02200683278567872,-0.10626881735192406,-0.42372881355932057,0.06455572108789143,0.07384980503816119,5.084745762711871,0.018385407090215855,-0.02385461476857048,-5.40540540540541,0.03919731656710301,-7.450580152834618e-10,-2.1739130434782625,0.02799478131048705,0.052521279212394356
ripple_experiment_006,Baseline,No Anchor,Microsoft->New Zealand,2025-12-28T13:22:16.207049,-100.0,-1.0,-1.0,-100.0,-0.9877947083225956,-0.55563452343146,-100.0,-0.9431067064803563,-0.4098886839703087,-100.0,-0.9154503955542281,-0.2816770447859164,-100.0,-0.940735627412796,-0.5879597671329975,-100.0,-0.9436482709387074,-0.4340782046318054
ripple_experiment_006,Baseline,No Anchor,Microsoft->Australia,2025-12-28T13:36:36.474063,0.0,-1.0,-1.0,-5.633802816901411,-0.007636260663267724,-0.2530398139109214,-2.953586497890297,0.01786878488167931,0.07003203668258334,6.896551724137931,0.11260357685188838,-0.04400818522790956,-2.702702702702705,0.04244862113680159,0.09999999925494196,-8.69565217391305,-0.06044174744660813,0.06397870838642122
ripple_experiment_006,Baseline,No Anchor,Microsoft->Australia,2025-12-28T14:28:17.854403,0.0,-1.0,-1.0,-7.692307692307699,-0.022504933374492775,-0.039331936173968796,-2.1008403361344463,0.038353219996127175,0.01392162891640325,3.508771929824562,0.03230910803160081,-0.08645657396526585,-5.263157894736835,0.04898722688357038,0.15468909963965416,-4.347826086956525,0.0064137932853679525,-0.043339174069920994
ripple_experiment_013,Baseline,No Anchor,University of Scranton->Australia,2026-01-01T16:56:24.194541,-100.0,-1.0,-1.0,4.403992953611278,0.0021681195037908108,0.029285115718796884,-14.687216681776984,0.04099313592585163,-0.030546695999949747,-13.68760064412239,0.04183416773841009,-0.03628911979463878,-0.5481955230698824,0.019151734869635395,0.016437495366105725,-9.82367758186397,0.041467278204946445,-0.018312943113202418
ripple_experiment_013,Baseline,No Anchor,University of Scranton->Australia,2026-01-02T18:16:10.470903,-100.0,-1.0,-1.0,-90.22820362785254,-0.0013715964187737129,-0.5655291386308495,-52.32142857142858,0.0002604213426569135,-0.1582825755673114,-36.64000000000001,-0.04655354960439573,-0.1403509742604733,-59.85368084133517,-0.06948468499454208,-0.34681988977921985,-51.275510204081634,-0.026117197958437033,-0.20049965935882563
ripple_experiment_013,Baseline,No Anchor,University of Scranton->Australia,2026-01-02T18:23:16.415719,-100.0,-1.0,-1.0,-13.967136150234733,0.016113349768693164,-0.0768664666165747,-20.90497737556561,0.03404729220253511,-0.05124572462987953,-14.218009478672991,0.018167968173429694,-0.04119862491347748,-18.532110091743117,-0.006475362154513276,-0.09761946537243887,-21.58092848180678,0.018368847573663416,-0.07731406832945281
ripple_experiment_013,Baseline,No Anchor,University of Scranton->Australia,2026-01-02T18:32:54.569617,-100.0,-1.0,-1.0,-67.40654205607477,0.01277590739842338,-0.418730138117278,-46.091644204851754,0.010797706561978204,-0.1431984712632326,-55.177993527508086,-0.08769697907271679,-0.20375685685357903,-61.44688644688645,-0.06364102207231848,-0.3568027897337359,-55.35714285714286,-0.022597612894914132,-0.21831822749836802
ripple_experiment_013,Baseline,No Anchor,University of Scranton->Australia,2026-01-02T18:39:36.652347,-100.0,-1.0,-1.0,-25.865102639296182,0.010632021724586216,-0.15655511718080184,-15.523465703971128,0.045003316999141396,-0.0445797165069331,-9.350237717908087,0.014876529800697424,-0.031672216375063844,-22.146118721461196,0.0018914003960749382,-0.1274431849264675,-24.492385786802032,0.014366326304404264,-0.09952181857328951
ripple_experiment_013,Baseline,No Anchor,University of Scranton->Australia,2026-01-02T18:46:15.422393,-100.0,-1.0,-1.0,-61.61081716637272,0.007988986831385714,-0.38277090014209914,-16.60649819494586,0.04302307272921335,-0.0480988836366405,-5.354330708661418,0.01236145186052151,-0.020555576460769887,-16.781292984869324,0.009001663871185062,-0.09486793027534224,-19.8992443324937,0.03776791088247844,-0.07607495211484283
ripple_experiment_015,Baseline,No Anchor,Ministry of Finance of the Czech Republic->Auckland,2026-01-01T16:45:15.761108,-100.0,-1.0,-1.0,-53.846153846153854,-0.10855914155642188,-0.3060541939735413,23.076923076923073,-0.022584378719329834,0.09595090692693536,17.647058823529424,0.036468082012058756,0.07791201108272705,29.39297124600639,0.03007701974114163,0.19770229387967309,2.9400235201881557,0.020241830892258283,0.027059578445099097
ripple_experiment_test,Baseline,No Anchor,"->Triplet: (The Great Wall of China, Length, 21196 km)
Complete Opposite: 1 km",2025-12-25T18:25:47.306611,0.0,0.0,0.0,0.0,-0.17432254552841187,-0.05810751517613727,15.384615384615385,0.3100653430917468,-0.06686274817029747,-20.0,0.06002275871508056,0.18781818662370953,0.0,0.08839979061540681,0.034219273786609106,-5.714285714285721,-0.004404167678601967,-0.0013631947576625003
